Módulo,Operação,Tarefa,ID (mapeamento),Projeto,ID_US,DESC_US,ID_Task,DESC_Task,Tipo,Mapeado? (SIM ou NAO),Origem
Cadastro,Modificar_inserção_de_dados,Modificar validação de dados no cliente,201,NewPCS,#15134,Ajustes no gerenciamento de Crédito/débito avulso,#37531,Validação para aceitar valores (+/-),Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar entidade no banco de dados,202,NewPCS,#15134,Ajustes no gerenciamento de Crédito/débito avulso,#37557,Atualizar o Insert e Modify,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar validação de dados no cliente,203,NewPCS,#15134,Ajustes no gerenciamento de Crédito/débito avulso,#37558,Validação dos novos campos,Negocio,Sim,Virtus
X,X,X,204,NewPCS,#15134,Ajustes no gerenciamento de Crédito/débito avulso,#37559,Atualizar testes Unitários e Integração,Tecnica,Nao,Virtus
X,X,X,205,NewPCS,#15134,Ajustes no gerenciamento de Crédito/débito avulso,#37775,Atualizar Teste Integração,Tecnica,Nao,Virtus
Cadastro,Inserir_dados,,206,NewPCS,#14941,Product Category,,Backlog de Testes,Negocio,Sim,Virtus
Cadastro,Remover_dados,,207,NewPCS,#14941-3,Product Category,,Backlog de Testes,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,,208,NewPCS,#14941-2,Product Category,,Backlog de Testes,Negocio,Sim,Virtus
Cadastro,Inserir_dados,,209,NewPCS,#14329,Investments,,Backlog de Testes,Negocio,Sim,Virtus
Cadastro,Remover_dados,,210,NewPCS,#14329-2,Investments,,Backlog de Testes,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,,211,NewPCS,#14329-3,Investments,,Backlog de Testes,Negocio,Sim,Virtus
Cadastro,Inserir_dados,,212,NewPCS,#14315,MainTain Detached Record,,Backlog de Testes,Negocio,Sim,Virtus
Cadastro,Remover_dados,,213,NewPCS,#14315-2,MainTain Detached Record,,Backlog de Testes,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,,214,NewPCS,#14315-3,MainTain Detached Record,,Backlog de Testes,Negocio,Sim,Virtus
Cadastro,Recuperação_de_dados,,16,Gestão da Capacitação,US07,Como administrador desejo expandir as informações de um gestor cadastrado para ter acesso a mais informações de seu perfil,,,,,Capacitação
Cadastro,Recuperação_de_dados,,216,Gestão da Capacitação,US17,Como administrador desejo ordenar a lista de alunos cadastrados para facilitar a visualização das suas informações,,,,,Capacitação
X,X,X,217,NewPCS,#15478,[NFe Processing] Calculo da obrigação,#39043,Tratamento da base de cálculo,Negocio,Nao,Virtus
X,X,X,218,NewPCS,#15478,[NFe Processing] Calculo da obrigação,#39044,Agrupamento de obrigação por customer,Negocio,Nao,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar rota de inserção de dados,219,NewPCS,#15478,[NFe Processing] Calculo da obrigação,#39142,"Remover campo ""deadline"" da configuração de obrigação",Negocio,Sim,Virtus
X,X,X,220,NewPCS,#15478,[NFe Processing] Calculo da obrigação,#39324,"Ao reprocessar uma nota, apagar todos os registros referentes a mesma na tabela de obrigação",Negocio,Nao,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar método de inserção,221,NewPCS,#15478,[NFe Processing] Calculo da obrigação,#39326,Ajustes no cálculo da obrigação,Negocio,Sim,Virtus
X,X,X,222,NewPCS,#15478,[NFe Processing] Calculo da obrigação,#39328,Alterar a estratégia de controle de jobs para banco de dados ao invés de em memória,Negocio,Nao,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,223,NewPCS,#15320,Ajustes de layout,#38967,Alterar o layout da barra de rolagem para os demais fomulários,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,224,NewPCS,#15320,Ajustes de layout,#38968,Remover/ajustar barra de rolagem do MiniCRUD,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,225,NewPCS,#15325,Ajustes em PPB Rules (Commodity Config),#38969,"Na seção ""Obligation"" os campos ""Production"" e ""Done"" devem conter o sufixo "" (%)""",Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar validação de dados no cliente,226,NewPCS,#15325,Ajustes em PPB Rules (Commodity Config),#38971,Validação de mesmo Part Number para múltiplas regras de Dispensa ou diferença residual,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar validação de dados no cliente,227,NewPCS,#15325,Ajustes em PPB Rules (Commodity Config),#38972,"Formatar as datas para o formato (""DD/MM/YYYY"") como no caso de ""Deadline"" de ""Exemption""",Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,228,NewPCS,#15325,Ajustes em PPB Rules (Commodity Config),#38973,"Adicionar o input de ""limite de dispensas"" em unidade em ""Exemption""",Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar método de inserção,229,NewPCS,#15325,Ajustes em PPB Rules (Commodity Config),#38974,"Os Part Numbers exibidos no ""auto complete"" devem ser apenas os relacionados a commodity selecionada",Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar validação de dados no cliente,230,NewPCS,#15325,Ajustes em PPB Rules (Commodity Config),#38975,[MiniCrud] Adicionar funcionalidade de permitir seleção de itens por grupo.,Negocio,Sim,Virtus
X,X,X,231,NewPCS,#15325,Ajustes em PPB Rules (Commodity Config),#39099,Análise do modelo de dependência de inputs no autocomplete,Tecnica,Nao,Virtus
X,X,X,232,NewPCS,#15325,Ajustes em PPB Rules (Commodity Config),#39184,Mudança no framework para suporte de filtragem no autocomplete baseado em valores de outros inputs,Tecnica,Nao,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,233,NewPCS,#15325,Ajustes em PPB Rules (Commodity Config),#39209,"Alterar o label ""base de cálculo"" para ""Obligation type"" com os tipos: ""By origin"" e ""By part category""",Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,234,NewPCS,#15325,Ajustes em PPB Rules (Commodity Config),#39210,"Mudar o input ""Done"" da configuração de obrigação para ""Assembled""",Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar método de inserção,235,NewPCS,#15325,Ajustes em PPB Rules (Commodity Config),#39212,"Remover a seleção de ""Obligation type"" de crédito e débito avulso e compensação em P&D",Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,236,NewPCS,#15325,Ajustes em PPB Rules (Commodity Config),#39229,"Remover o campo ""Benefits"" da portaria",Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar rota de inserção de dados,237,NewPCS,#15325,Ajustes em PPB Rules (Commodity Config),#39269,[Frontend] Adicionar suporte a agrupamento de itens no MiniCrud.,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar rota de inserção de dados,238,NewPCS,#15325,Ajustes em PPB Rules (Commodity Config),#39270,[Backend] Adicionar suporte a agrupamento de itens no MiniCrud.,Negocio,Sim,Virtus
X,X,X,239,NewPCS,#15325,Ajustes em PPB Rules (Commodity Config),#39279,Mudança no frontend para envio dos dados dos inputs de filtro do autocomplete,Negocio,Nao,Virtus
X,X,X,240,NewPCS,#15325,Ajustes em PPB Rules (Commodity Config),#39451,[MiniCrud] Formatar valores numéricos,Negocio,Nao,Virtus
X,X,X,241,NewPCS,#15325,Ajustes em PPB Rules (Commodity Config),#39452,[MiniCrud] Validar inputs autocomplete ao adicionar,Negocio,Nao,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,242,NewPCS,#15324,Ajustes em Compensação entre Insumos,#38976,Ajustar as ordens dos inputs do formulário de acordo com o protótipo,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,243,NewPCS,#15324,Ajustes em Compensação entre Insumos,#38977,Adicionar a informação de período em que a compensação será realizada (mês/ano). Importante,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar validação de dados no cliente,244,NewPCS,#15470,Ajustes em Compensação em P&D,#38978,Ajustar formato e visibilidade dos inputs de acordo com a definição de cada um,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar rota de inserção de dados,245,NewPCS,#15470,Ajustes em Compensação em P&D,#39238,Remover Calculation Basis,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,246,NewPCS,#15470,Ajustes em Compensação em P&D,#39271,Adicionar campo Proportion (Unit.) e tratar habilitação do campo a partir da seleção de um RD Compensation Type,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,247,NewPCS,#15326,Ajustes em Investimento em R&D,#38979,[Frontend] Ajustar a lista de condições de investimento para apenas incluir as condições relacionadas a compensação em P&D (Adicionar tooltip para identificar as condições selecionadas),Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,248,NewPCS,#15326,Ajustes em Investimento em R&D,#38980,"Alterar a ordem dos campos para: Product/Year, Part Category, Exemption, Res. Difference, Percentual, Quantity (unit.), Monetary Value, Justificative",Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar rota de inserção de dados,249,NewPCS,#15326,Ajustes em Investimento em R&D,#39159,[Backend] Ajustar a lista de condições de investimento para apenas incluir as condições relacionadas a compensação em P&D (Adicionar tooltip para identificar as condições selecionadas),Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,250,NewPCS,#15331,"Ajustes em ""PPB License""",#38989,"Acrescentar as colunas: data da portaria, data da publicação e número da portaria",Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar entidade no banco de dados,251,NewPCS,#15331,"Ajustes em ""PPB License""",#39687,"Criação dos campos na tabela ""PPB_CONCESSION""",Negocio,Sim,Virtus
Gerencial,Exportar_relatório_em_PDF,Criar Relatório,252,NewPCS,#12520,Visualize Invoice Details,#38990,Implementação do relatório de notas fiscais de despacho,Negocio,Sim,Virtus
Gerencial,Exportar_relatório_em_PDF,Criar Relatório,253,NewPCS,#12520,Visualize Invoice Details,#38991,Implementação do relatório de serial numbers de um nota fiscal,Negocio,Sim,Virtus
Cadastro,Recuperação_de_dados,Criar filtro para listagem,254,NewPCS,#12520,Visualize Invoice Details,#38992,[Frontend] Criação de componente para filtrar os part numbers de cada serial number selecionado,Negocio,Sim,Virtus
Cadastro,Recuperação_de_dados,Alterar menu do sistema,255,NewPCS,#12520,Visualize Invoice Details,#38993,Adicionar menu de contexto para redirecionamento para tela de visualização de Serial Numbers da NF,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar rota de inserção de dados,256,NewPCS,#12520,Visualize Invoice Details,#39768,[Frontend] Adaptar estrutura dos filtros para as novas features,Negocio,Sim,Virtus
Cadastro,Recuperação_de_dados,Criar filtro para listagem,257,NewPCS,#12520,Visualize Invoice Details,#38994,Implementação da consulta dos dados referentes ao relatório,Negocio,Sim,Virtus
Gerencial,Exportar_relatório_em_XLS,Implementar método para exportação de relatório,258,NewPCS,#12520,Visualize Invoice Details,#38996,Exportação do relatório para excel,Negocio,Sim,Virtus
X,X,X,259,NewPCS,#12520,Visualize Invoice Details,#39557,[Frontend] Popular itens do filtro através de chamada ao backend,Negocio,Nao,Virtus
X,X,X,260,NewPCS,#12520,Visualize Invoice Details,#39786,Extração dos dados da planilha para script sql,Negocio,Nao,Virtus
X,X,X,261,NewPCS,#12520,Visualize Invoice Details,#39741,Ajustes no relacionamento entre os relatórios de Invoice Details e Serial Number Detais,Negocio,Nao,Virtus
X,X,X,262,NewPCS,#15499,Merge com o repositório da Venturus,#38998,Merge Venturus -> Virtus,Tecnica,Nao,Virtus
X,X,X,263,NewPCS,#15499,Merge com o repositório da Venturus,#38997,Merge Virtus -> Venturus,Tecnica,Nao,Virtus
X,X,X,264,NewPCS,#15499,Merge com o repositório da Venturus,#15506,Geração de Builds para QA,Tecnica,Nao,Virtus
X,X,X,265,NewPCS,#15518,Atualização do guia do usuário,#39563,Revisar user guide,Tecnica,Nao,Virtus
X,X,X,266,NewPCS,#15518,Atualização do guia do usuário,#39083,Atualização do guia do usuário,Tecnica,Nao,Virtus
X,X,X,267,NewPCS,#15518,Atualização do guia do usuário,#39177,Atualização do guia do usuário,Tecnica,Nao,Virtus
X,X,X,268,NewPCS,#15518,Atualização do guia do usuário,#39461,Atualização do guia do usuário,Tecnica,Nao,Virtus
X,X,X,269,NewPCS,#15329,Importar NFs de Compra / Devolução,#39545,Validar notas e Part Numbers,Negocio,Nao,Virtus
X,X,X,270,NewPCS,#15329,Importar NFs de Compra / Devolução,#39544,Criar operação importação,Negocio,Nao,Virtus
X,X,X,271,NewPCS,#15329,Importar NFs de Compra / Devolução,#39543,Criar tabelas de armazenamento da nota e PNS,Negocio,Nao,Virtus
X,X,X,272,NewPCS,#15329,Importar NFs de Compra / Devolução,#15519,"""Configuração"" do spec flow",Negocio,Nao,Virtus
X,X,X,273,NewPCS,#15520,Correção de bug,#39540,"Bug Fix 12053 -  [Framework] Ao abrir um FormAction e pressionar 'ESC', o sistema fica preso naquele estado.",Tecnica,Nao,Virtus
X,X,X,274,NewPCS,#15520,Correção de bug,#39542,Bug Fix 11882 - [Commodity Interchange] Mensagem de erro incorreta ao não conseguir carregar as informações do campo Preview,Tecnica,Nao,Virtus
X,X,X,275,NewPCS,#15520,Correção de bug,#39552,Bug fix 12066 - [PPB Rules] [Surplus] O sistema permite adicionar a lista de Surplus preenchendo apenas hífen ( - ) nos campos,Tecnica,Nao,Virtus
X,X,X,276,NewPCS,#15520,Correção de bug,#39556,Merge branch de QA com branch Develop,Tecnica,Nao,Virtus
X,X,X,277,NewPCS,#15520,Correção de bug,#39558,"Bug fix - 12059 - [PPB Rules][Exemption] Inserir apenas os caracteres ( "" , "" "" . "" "" - "" ) no campo Exemption Limit",Tecnica,Nao,Virtus
X,X,X,278,NewPCS,#15556,Integração com o Protheus,#39123,Ajuste nas integrações de SKU,Tecnica,Nao,Virtus
X,X,X,279,NewPCS,#15606,Manutenção de banco de dados,#39323,Ajuste no banco de dados referente a criação do formulário de Governement Report Parameters,Tecnica,Nao,Virtus
X,X,X,280,NewPCS,#15606,Manutenção de banco de dados,#39699,Setup do ambiente de testes de QA,Tecnica,Nao,Virtus
X,X,X,281,NewPCS,#15682,Reunião com Stakeholders,#39774,Reunião para alinhar as modificações necessárias no NewPcs,Tecnica,Nao,Virtus
X,X,X,282,NewPCS,#15682,Reunião com Stakeholders,#39700,Reunião para tirar dúvidas sobre as mudanças na portaria,Tecnica,Nao,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,283,SPGEC,#15048,Cadastros gerais,#39441,Criar coluna variação na tela de equipamentos,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,284,SPGEC,#15048,Cadastros gerais,#39442,Inserir campo Variação no cadastro de equipamentos,Negocio,Sim,Virtus
X,X,X,285,SPGEC,#15627,Associação do PN ao cliente e às configurações,#39444,Criar nova configuração de Clientes,Negocio,Nao,Virtus
Cadastro,Recuperação de Dados,Criar paginação para listagem,286,SPGEC,#15627,Associação do PN ao cliente e às configurações,#39445,Paginação da tela de Configuração de Clientes,Negocio,Sim,Virtus
Cadastro,Recuperação de Dados,Criar filtro para listagem,287,SPGEC,#15627,Associação do PN ao cliente e às configurações,#39446,Filtros da tela de Configuração de Clientes,Negocio,Sim,Virtus
Cadastro,Inserir_dados,Criar tela inserção,288,SPGEC,#15627,Associação do PN ao cliente e às configurações,#39447,Criar tela de Configuração de Clientes,Negocio,Sim,Virtus
Cadastro,Atualizar_dados,Criar tela alteração,289,SPGEC,#15627,Associação do PN ao cliente e às configurações,#39956,Editar Configuração de Cliente,Negocio,Sim,Virtus
X,X,X,290,SPGEC,#15631,Impressão de etiquetas,#39449,Implementar o script da etiqueta,Negocio,Nao,Virtus
X,X,X,291,SPGEC,#15631,Impressão de etiquetas,#40145,Implementação de código zpl das etiquetas,Negocio,Nao,Virtus
X,X,X,292,SPGEC,#15631,Impressão de etiquetas,#39448,Definir layout da etiqueta,Negocio,Nao,Virtus
X,X,X,293,SPGEC,#15631,Impressão de etiquetas,#39450,Imprimir etiqueta,Negocio,Nao,Virtus
X,X,X,294,SPGEC,#15632,Estabilização,#39638,Correções no histórico de insumos,Tecnica,Nao,Virtus
X,X,X,295,SPGEC,#15632,Estabilização,#39717,Estabilização da máquina de estados,Tecnica,Nao,Virtus
X,X,X,296,SPGEC,#15632,Estabilização,#39718,Treinamento para realização de testes para qualidade,Tecnica,Nao,Virtus
X,X,X,297,SPGEC,#15632,Estabilização,#39957,Obter a listagem de equipamentos a partir do backend,Negocio,Nao,Virtus
X,X,X,298,SPGEC,#15632,Estabilização,#40502,[Android] Correções nos serviços,Tecnica,Nao,Virtus
Cadastro,Recuperação de Dados,Criar tela listagem,299,SPGEC,#15632,Estabilização,#39479,Filtragem por equipamento,Negocio,Sim,Virtus
X,X,X,300,SPGEC,#15628,Dashboard pasta de solda e cola,#39428,Exibir Part Number e MO do insumo,Negocio,Nao,Virtus
X,X,X,301,SPGEC,#15628,Dashboard pasta de solda e cola,#39430,Corrigir barra de progresso,Tecnica,Nao,Virtus
Cadastro,Recuperação de Dados,Criar filtro para listagem,302,SPGEC,#15628,Dashboard pasta de solda e cola,#39433,Criar filtros da pasta,Negocio,Sim,Virtus
Cadastro,Recuperação de Dados,Criar filtro para listagem,303,SPGEC,#15628,Dashboard pasta de solda e cola,#39434,Criar filtros do Log,Negocio,Sim,Virtus
Cadastro,Recuperação de Dados,Criar filtro para listagem,304,SPGEC,#15628,Dashboard pasta de solda e cola,#39783,Filtro de LOG por status,Negocio,Sim,Virtus
Cadastro,Recuperação de Dados,Criar filtro para listagem,305,SPGEC,#15628,Dashboard pasta de solda e cola,#39871,Criar filtro de cola,Negocio,Sim,Virtus
Cadastro,Recuperação de Dados,Criar tela listagem,306,SPGEC,#15628,Dashboard pasta de solda e cola,#39429,Filtragem por Cliente ,Negocio,Sim,Virtus
Cadastro,Recuperação de Dados,Criar tela listagem,307,SPGEC,#15628,Dashboard pasta de solda e cola,#39432,Filtragem por status,Negocio,Sim,Virtus
X,X,X,308,SPGEC,#16225,Calculo do vencimento do insumo,#41183,Modelar as regras de negócio,Negocio,Nao,Virtus
Cadastro,Recuperação_de_dados,Expandir informações de item da listagem,309,SPGEC,#16225,Calculo do vencimento do insumo,#41184,Cadastrar tempos de alerta do vencimento,Negocio,Sim,Virtus
X,X,X,310,SPGEC,#16225,Calculo do vencimento do insumo,#41185,Calculo do vencimento,Negocio,Nao,Virtus
X,X,X,311,SPGEC,#16240,Atividades gerais,#41060,Atualização da documentação de requisitos,Tecnica,Nao,Virtus
X,X,X,312,SPGEC,#16240,Atividades gerais,#41061,Atualização das atividades no SIG,Tecnica,Nao,Virtus
X,X,X,313,SPGEC,#16240,Atividades gerais,#41425,Atualizar as atividades no SIG,Tecnica,Nao,Virtus
X,X,X,314,SPGEC,#16240,Atividades gerais,#41801,Registro das atividades no SIG,Tecnica,Nao,Virtus
X,X,X,315,SPGEC,#16240,Atividades gerais,#41845,Atualização das atividades no SIG,Tecnica,Nao,Virtus
X,X,X,316,SPGEC,#15630,Check-Out no Refrigerador,#39480,Obter dados dos insumo após realizar a leitura do código,Negocio,Nao,Virtus
Cadastro,Recuperação_de_dados,Expandir informações de item da listagem,317,SPGEC,#15630,Check-Out no Refrigerador,#39482,Criar dialog para selecionar Cliente e MO,Negocio,Sim,Virtus
Cadastro,Inserir_dados,Criar tela inserção,318,SPGEC,#15630,Check-Out no Refrigerador,#39483,Criar tela de seleção de tipo de leitura (NFC ou QRCode),Negocio,Sim,Virtus
X,X,X,319,SPGEC,#15630,Check-Out no Refrigerador,#39484,Enviar os dados para checkout,Negocio,Nao,Virtus
X,X,X,320,SPGEC,#15630,Check-Out no Refrigerador,#41055,Teste de integração,Tecnica,Nao,Virtus
X,X,X,321,SPGEC,#15630,Check-Out no Refrigerador,#41056,Testes de unidade,Tecnica,Nao,Virtus
X,X,X,322,SPGEC,#15630,Check-Out no Refrigerador,#41062,Leitura do equipamento,Tecnica,Nao,Virtus
X,X,X,323,SPGEC,#15629,Check-In no Refrigerador,#39473,Obter part number para o lote,Tecnica,Nao,Virtus
Cadastro,Inserir dados,Validar dados inserção no servidor,324,SPGEC,#15629,Check-In no Refrigerador,#39474,Validar leitura do código do insumo,Negocio,Sim,Virtus
Cadastro,Recuperação_de_dados,Expandir informações de item da listagem,325,SPGEC,#15629,Check-In no Refrigerador,#39475,Exibir lote após leitura dos insumos,Negocio,Sim,Virtus
Cadastro,Remover dados,Criar rotas para remoção de dados,326,SPGEC,#15629,Check-In no Refrigerador,#39476,"Remover insumo, lote e editar data de vencimento",Negocio,Sim,Virtus
X,X,X,327,SPGEC,#15629,Check-In no Refrigerador,#39477,Leitura do NFC ou Barcode do equipamento com validação,Negocio,Nao,Virtus
X,X,X,328,SPGEC,#15629,Check-In no Refrigerador,#39478,Enviar dados dos lotes para o servidor,Negocio,Nao,Virtus
Cadastro,Recuperação de Dados,Criar tela listagem,329,SPGEC,#16219,[Web] Ajustes gerais,#41163,Listagem de Insumos,Negocio,Sim,Virtus
Cadastro,Recuperação de Dados,Criar filtro para listagem,330,SPGEC,#16219,[Web] Ajustes gerais,#41164,Equipamento,Negocio,Sim,Virtus
X,X,X,331,SPGEC,#16219,[Web] Ajustes gerais,#41165,Configuração de insumos,Negocio,Nao,Virtus
X,X,X,332,SPGEC,#16219,[Web] Ajustes gerais,#41166,Configuração de Cliente,Negocio,Nao,Virtus
X,X,X,333,SPGEC,#16224,Login,#41107,Sair da aplicação a partir da tela de Perfil,Negocio,Nao,Virtus
Autenticação,Validar Permissão do Usuário,Recuperar dados do usuário logado,334,SPGEC,#16224,Login,#41106,Exibir os dados na tela de Perfil,Negocio,Sim,Virtus
X,X,X,335,SPGEC,#16224,Login,#41108,Trocar usuário,Negocio,Nao,Virtus
Autenticação,Fazer login com usuário e senha,Fazer o roteamento da URL,336,SPGEC,#16224,Login,#41104,Autenticar e obter os dados do usuário,Negocio,Sim,Virtus
X,X,X,337,SPGEC,#16224,Login,#41686,Exibir mensagens de erro ao logar,Negocio,Nao,Virtus
X,X,X,338,SPGEC,#15628,Pesquisar por insumos,#39428,Exibir Part Number e MO do insumo,Negocio,Nao,Virtus
Cadastro,Recuperação_de_dados,Criar tela listagem,339,SPGEC,#15628,Pesquisar por insumos,#39429,Filtragem por Cliente e MO,Negocio,Sim,Virtus
,,,340,SPGEC,#15628,Pesquisar por insumos,#39430,Corrigir barra de progresso,Tecnica,Nao,Virtus
Cadastro,Recuperação_de_dados,Criar tela listagem,341,SPGEC,#15628,Pesquisar por insumos,#39432,Filtragem por status ,Negocio,Sim,Virtus
Cadastro,Recuperação de Dados,Criar filtro para listagem,342,SPGEC,#15628,Pesquisar por insumos,#39433,Criar filtros da pasta,Negocio,Sim,Virtus
Cadastro,Recuperação de Dados,Criar filtro para listagem,343,SPGEC,#15628,Pesquisar por insumos,#39434,Criar filtros do Log,Negocio,Sim,Virtus
Cadastro,Recuperação de Dados,Criar filtro para listagem,344,SPGEC,#15628,Pesquisar por insumos,#39783,Filtro de LOG por status,Negocio,Sim,Virtus
Cadastro,Recuperação de Dados,Criar filtro para listagem,345,SPGEC,#15628,Pesquisar por insumos,#39871,Criar filtro de cola,Negocio,Sim,Virtus
X,X,X,346,NewPCS,#16387,[Scheduled Job] Tratamento do fechamento da portaria (cálculo de saldo total (crédito/débito) de pontos),#42230,Cálculo do balanço da portaria,Negocio,Nao,Virtus
Cadastro,Inserir_dados,Persistir dados banco de dados,347,NewPCS,#16387,[Scheduled Job] Tratamento do fechamento da portaria (cálculo de saldo total (crédito/débito) de pontos),#42231,Persistência/gerenciamento do balanço da portaria,Negocio,Sim,Virtus
Cadastro,Inserir_dados,Persistir dados banco de dados,348,NewPCS,#16387,[Scheduled Job] Tratamento do fechamento da portaria (cálculo de saldo total (crédito/débito) de pontos),#42305,Persistência do histórico,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar método de inserção,349,NewPCS,#15765,[R&D Investment] Exibir pontos atingidos vs pontos a atingir (target) e o percentual de investimento acumulado no preview,#42239,"Ajustar a seção ""Product Achievement"" do preview para utilizar o cálculo de achievement da portaria",Negocio,Sim,Virtus
X,X,X,350,NewPCS,#15765,[R&D Investment] Exibir pontos atingidos vs pontos a atingir (target) e o percentual de investimento acumulado no preview,#42238,Não permitir investimento acima do máximo permitido quando ainda não há investimentos realizadas para um dado produto/ano (Modify),Negocio,Nao,Virtus
Cadastro,Recuperação_de_dados,Criar tela para visualizar detalhes,351,NewPCS,#15765,[R&D Investment] Exibir pontos atingidos vs pontos a atingir (target) e o percentual de investimento acumulado no preview,#42240,"Carregar e exibir os dados no preview já na hora que o usuário clicar em ""Modify""",Negocio,Sim,Virtus
X,X,X,352,NewPCS,#15765,[R&D Investment] Exibir pontos atingidos vs pontos a atingir (target) e o percentual de investimento acumulado no preview,#42468,Expandir Preview quando o formulário de uma action for aberto,Negocio,Nao,Virtus
X,X,X,353,NewPCS,#16557,Adicionar Suporte ao Dapper,#42347,Alterar código do core atual para utilizar o contexto do Dapper,Negocio,Nao,Virtus
X,X,X,354,NewPCS,#16557,Adicionar Suporte ao Dapper,#42346,Adicionar suporte ao Dapper,Negocio,Nao,Virtus
X,X,X,355,NewPCS,#16533,Consolidação mensal de Part Types,#42826,Consolidação de logs por nota (Job de importação de notas de venda),Negocio,Nao,Virtus
Cadastro,Inserir_dados,Consumir serviço para inserção,356,NewPCS,#16533,Consolidação mensal de Part Types,#42255,Criação de serviço para gerenciamento consolidação mensal de part type,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar rota de inserção de dados,357,NewPCS,#16533,Consolidação mensal de Part Types,#42256,"Atualização no processamento diário para ""chamar"" o serviço de consolidação mensal caso uma NF de um mês ""fechado"" seja importado",Negocio,Sim,Virtus
X,X,X,358,NewPCS,#16533,Consolidação mensal de Part Types,#42254,Criação de Job para consolidação mensal de part type,Negocio,Nao,Virtus
X,X,X,359,NewPCS,#16533,Consolidação mensal de Part Types,#42634,Consolidação de logs por nota (Job de validação de notas de compra),Negocio,Nao,Virtus
X,X,X,360,NewPCS,#16534,Consolidação mensal de FGs,#42257,Ajuste no Job de consolidação mensal para consolidar FGs,Negocio,Nao,Virtus
Cadastro,Inserir_dados,Consumir serviço para inserção,361,NewPCS,#16534,Consolidação mensal de FGs,#42258,Criação de serviço para gerenciamento consolidação mensal de FGs,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar rota de inserção de dados,362,NewPCS,#16534,Consolidação mensal de FGs,#42259,"Atualização no processamento diário para ""chamar"" o serviço de consolidação mensal caso uma NF de um mês ""fechado"" seja importado",Negocio,Sim,Virtus
X,X,X,363,NewPCS,#16547,Remoção da tabela de ligação entre o lacre e os S/N das NFs de vendas importadas,#42296,Remover a tabela de relacionamento RAW_INVOICE_PALLET,Tecnica,Nao,Virtus
Cadastro,Modificar inserção de dados,Modificar entidade no banco de dados,364,NewPCS,#16547,Remoção da tabela de ligação entre o lacre e os S/N das NFs de vendas importadas,#42297,Ajustar a tabela RAW_INVOICE_ITEM para ligar a tabela RAW_INVOICE_DATA,Negocio,Sim,Virtus
Cadastro,Modificar inserção de dados,Modificar entidade no banco de dados,365,NewPCS,#16547,Remoção da tabela de ligação entre o lacre e os S/N das NFs de vendas importadas,#42298,Atualizar scripts do banco e arquivo emdx,Negocio,Sim,Virtus
