bug_id,severity,spec_id,name
9885,MEDIUM,6060,Atualização da listagem de eventos após convidado ser desabilitado ou removido
10647,MEDIUM,4331,Integration session test
10647,MEDIUM,4332,Integration session test
10041,MEDIUM,4924,"Ação ""Voltar"" na tela de enquete do convidado associado a mais de uma enquete"
10055,MEDIUM,4845,Check-in de convidados
10056,HIGH,3429,Alteração de senha de um usuário associado a vários eventos globais
10056,HIGH,3434,Cancelar alteração de senha de usuário associado a vários eventos globais
10056,HIGH,3407,Cancelar alteração de senha na tela de confirmação de dados
10056,HIGH,3414,Confirmação de dados com mudança de senha para usuário associado a vários eventos globais
9861,MEDIUM,7574,Application installer
10085,MEDIUM,6525,Log de ações da funcionalidade de confirmação de presença
10450,MEDIUM,6841,Inserir registro de Part Type através do Protheus
10465,MEDIUM,5239,Inserir Role existente
10465,MEDIUM,5242,Alterar um Role com um Role Name já existente no sistema
10473,MEDIUM,8627,Inserir campos iguais (Case Sensitive)
9524,HIGH,5335,Ordenação da lista de Apps
10047,HIGH,2111,Validar listagem sem recepcionistas registrados
10376,CRITICAL,7199,Permissões de usuários associado a administrador para Recepcionista(Eventos)
10510,CRITICAL,7220,Permissões de usuários associado a administrador para Super Administrador(Eventos)
10459,MEDIUM,8585,Inserir registro de Brand Name já existente
10095,MEDIUM,6060,Atualização da listagem de eventos após convidado ser desabilitado ou removido
10673,HIGH,7545,MO Online faltando um Check Essential Part obrigatório na lista de BOM's
10115,HIGH,5205,Atualização da tela de gerenciamento de eventos (tolerância a falhas e recuperabilidade)
10110,HIGH,5143,Confirmar dados (tolerância a falhas e recuperabilidade)
10110,HIGH,5144,Alterar dados (tolerância a falhas e recuperabilidade)
10126,HIGH,4912,Enquete para convidado (tolerância a falhas e recuperabilidade)
10501,CRITICAL,5150,Serviço inicia automaticamente
10691,LOW,6525,Log de ações da funcionalidade de confirmação de presença
10691,LOW,6527,Log de ações da funcionalidade de confirmação de dados
10151,HIGH,6060,Atualização da listagem de eventos após convidado ser desabilitado ou removido
9798,MEDIUM,7739,Ações para convidado participante de evento global removido no Gamma
10132,MEDIUM,6525,Log de ações da funcionalidade de confirmação de presença
10197,HIGH,4694,Inspeção de Compatibilidade de Convidado
10173,HIGH,6061,"Ação ""Voltar"" após confirmar alteração dos dados do convidado"
10403,MEDIUM,8259,Retirar componente do forno após completar o tempo mínimo
10612,HIGH,53,Exibição de modelo escaneado
10624,HIGH,8671,Logar com um usuário normal { conceder permissões}
10337,HIGH,52,Comparação de modelos
10689,MEDIUM,6521,Log de ações da funcionalidade de login
10689,MEDIUM,4697,Log de ações da funcionalidade de resetar senha (Esqueci minha senha)
10686,MEDIUM,6522,Log de ações da funcionalidade de check-in
10686,MEDIUM,6523,Log de ações da funcionalidade de entrega de brindes
10717,CRITICAL,4797,Confirmação de presença no evento
10717,CRITICAL,4792,Formulário de confirmação de dados
10718,HIGH,4919,Exibição da enquete para um convidado
10715,HIGH,8713,Exibição da tela de confirmação de dados
10716,MEDIUM,8770,Colocar MO On Line com a Rota da MO diferente da Rota do Part Desc associado
10544,LOW,7194,Ocultar opções de filtro
10544,LOW,7314,Ocultar opções de filtro
10544,LOW,8046,Ocultar opções de filtro
10544,LOW,7251,Ocultar opções de filtro
10544,LOW,7284,Ocultar opções de filtro
10544,LOW,8076,Ocultar opções de filtro
10544,LOW,4049,Ocultar barra lateral dos Filtros de Rotas
10668,MEDIUM,8748,Disponibilidade do botão de Editar uma Rota
10567,MEDIUM,7301,Colunas existentes
10619,LOW,6700,Limite de caracteres para os campos Input do Protheus
10690,CRITICAL,8718,Ação dos links de Política de Privacidade e Termos de Uso
10721,MEDIUM,4813,Alteração de dados com presença já confirmada
10721,MEDIUM,3428,Alteração de senha após confirmar presença com usuários em apenas um evento global
10656,MEDIUM,8744,Inserir BOM valores inválidos no campo Feedback
10656,MEDIUM,6640,Inserir BOM com valores válidos no campo Feedback
10652,MEDIUM,8743,Inserir BOM com Part Mode Inválido
10652,MEDIUM,6677,"Alterar o Part Mode para ""D"" via Protheus"
10652,MEDIUM,6693,Alterar BOM via Protheus com dados inválidos
10558,HIGH,8112,Remover Parts Map via Protheus com sucesso
10565,MEDIUM,6691,Criar Inventário com Sucesso
10563,MEDIUM,6710,Editar Inventário sem Sucesso
10536,MEDIUM,7977,Associar um rolo que já esteja em uso
10536,MEDIUM,8004,Associar um lote de bandeja a um MSD Code que já esteja em uso
10420,HIGH,8467,Criação de MACs para cada Serial Number do Cleinte C16
10527,MEDIUM,8539,Caracteres aceitos no campo MO ao Montar Feeder Car
10524,MEDIUM,8629,Limite mínimo de caracteres aceitos na MO ao Montar Feeder Car
10033,MEDIUM,7921,Montar bandeja usando bandeja com status diferente de exposto
10614,LOW,7332,Ordenamento dos dados das colunas
10036,LOW,7734,Descongelar usando uma tag de outra máquina
9432,MEDIUM,6868,Resolução de Tela
10543,LOW,7774,Consulta de componente com MO inválida
9901,LOW,7732,Descongelar em máquina não cadastrada
9843,MEDIUM,7428,Login manual com Usuário AD
10479,MEDIUM,8538,Performance / Carga / Stress para o MO Form
10488,MEDIUM,8569,Performance / Carga / Stress para o BOM Form
10492,LOW,8570,Performance / Carga / Stress para o Key Parts Form
10491,LOW,8572,Performance / Carga / Stress para o Part Desc Form
10693,HIGH,8183,Criação de mais de 2 MACs para cada Serial Number
10693,HIGH,8467,Criação de MACs para cada Serial Number do Cleinte C16
10693,HIGH,7399,Criação automática de SHIPPING SSN
10693,HIGH,8405,Aumentar a quantidade de MACs de uma MO para o C16
10486,MEDIUM,8437,Inserir registro com valores inválidos
10803,MEDIUM,8833,Cadastrar várias BOM's no sistema com o mesmo kp relation e feedback YES
10799,HIGH,8719,Realizar Decrease em MO com Close Flag 4
10603,HIGH,8719,Realizar Decrease em MO com Close Flag 4
10805,HIGH,7307,Filtrar com dados válidos
10423,HIGH,6080,Permissão de leitura dos formulários
10424,HIGH,6080,Permissão de leitura dos formulários
10620,MEDIUM,8742,Decrease de Serial com o group_name = 0 e que esteja na tabela sfism4.r_wip_keyparts_t
10428,HIGH,8149,Aumentar a quantidade de MACS de uma MO
10842,HIGH,52,Comparação de modelos
10430,MEDIUM,8152,Diminuir quantidade de MACS de uma MO
10807,LOW,6659,Criar Configuração de Espessura inválida
9308,LOW,7080,Filtrar inventário com caracteres inválidos
10810,MEDIUM,6699,Criar Inventário sem Sucesso
10810,MEDIUM,6710,Editar Inventário sem Sucesso
10015,MEDIUM,7647,Caracteres aceitos no congelamento de PCB
10796,MEDIUM,7598,Congelamento de PCB
9869,MEDIUM,7733,Baking com quantidade ultrapassando o limite
10325,MEDIUM,7537,Autenticação ao fazer Baking
10025,LOW,7575,Descartar um objeto que já esteja descartado
10548,MEDIUM,8560,Finalização forçada de PCB lavado
10814,MEDIUM,7064,Editar Inventário do tipo Máquina da bandeja com sucesso
10813,MEDIUM,7062,Editar Inventário do tipo Forno com sucesso
10332,LOW,6120,Login com dados inválidos
10867,MEDIUM,6650,Inserir uma MO Inválida
10335,MEDIUM,6122,Envio de e-mail ao esquecer senha
10868,LOW,4976,Filtrar MO com dados válidos
10800,LOW,7717,Descongelar lote de PCB
10800,LOW,7719,Descongelar lote de bandejas
10800,LOW,7723,Descongelar Rolo
10808,LOW,6697,Editar Configuração de Espessura com dados inválidos
10688,LOW,5105,Desfazer alteração de Rota através do componente de sumarização
10688,LOW,5108,Desfazer a remoção de um item da Rota pelo componente de sumarização
10683,MEDIUM,5092,Sumarização de itens atualizados
10683,MEDIUM,5093,Sumarização de itens removidos
10683,MEDIUM,5107,[Alterados] Alterar campos de uma rota utilizando o componente de sumarização de dados
10334,LOW,7125,Ações de visualizar objeto 3D para técnico de suporte
10744,HIGH,6121,Login com dados válidos
10388,LOW,7127,Visualizar objeto 3D
10368,LOW,6254,Log para a ação de Adição
10666,MEDIUM,8627,Inserir campos iguais (Case Sensitive)
10436,MEDIUM,7025,Inserir um Part com sucesso
9785,HIGH,7368,Limite de caracteres para Cadastro
10724,MEDIUM,5183,Ações no menu lateral [Mobile]
10727,MEDIUM,5183,Ações no menu lateral [Mobile]
9814,HIGH,7220,Permissões de usuários associado a administrador para Super Administrador(Eventos)
10665,HIGH,7220,Permissões de usuários associado a administrador para Super Administrador(Eventos)
9817,MEDIUM,7220,Permissões de usuários associado a administrador para Super Administrador(Eventos)
10873,HIGH,8889,Modificação válida para a rota
10875,HIGH,6696,Modificação válida
10875,HIGH,6633,Inserção Válida
9753,MEDIUM,7198,Permissões de usuários associado a administrador para Convidados(Eventos)
9745,MEDIUM,7199,Permissões de usuários associado a administrador para Recepcionista(Eventos)
9932,HIGH,7560,Colocar MO Online com a lista de BOM's contendo todos os Essential Parts cadastrados
9932,HIGH,7403,Colocar MO On Line com a lista de BOM's contendo apenas itens não opcionais do Essential Parts
9932,HIGH,7545,MO Online faltando um Check Essential Part obrigatório na lista de BOM's
9932,HIGH,7554,MO Online faltando um Check Custom Info YES na lista de BOM's
10281,HIGH,7448,Push de confirmação de presença para quem confirmou presença depois da criação do push
10737,HIGH,8636,Filtrar atendimentos por proprietário
10759,HIGH,8707,Agendamento de relatórios
10759,HIGH,8709,Download de relatórios mediante aplicação de filtros
10759,HIGH,8633,Ações na listagem de atendimentos
10759,HIGH,8634,Visualizar atendimentos
10373,MEDIUM,6202,Opções de streaming para usuário receptor
10315,MEDIUM,6198,Criar sala [Treinamento]
10730,MEDIUM,8635,Filtrar atendimentos por tipo
10706,MEDIUM,3413,Confirmação de dados com mudança de senha considerando usuário associado a um evento global
10732,MEDIUM,8636,Filtrar atendimentos por proprietário
10451,MEDIUM,7127,Visualizar objeto 3D
10736,HIGH,8637,Filtrar atendimentos por data
10743,MEDIUM,8637,Filtrar atendimentos por data
10760,MEDIUM,8707,Agendamento de relatórios
10760,MEDIUM,8709,Download de relatórios mediante aplicação de filtros
10763,HIGH,8707,Agendamento de relatórios
10763,HIGH,8709,Download de relatórios mediante aplicação de filtros
10134,CRITICAL,4798,Campos obrigatórios no formulário de confirmação de dados
10389,MEDIUM,7127,Visualizar objeto 3D
9307,HIGH,4010,Erro de leitura no momento da substituição da digital
10089,HIGH,4393,Visualização do histórico de check-in de convidados
9992,HIGH,4694,Inspeção de Compatibilidade de Convidado
10701,HIGH,4667,Permanência do filtro aplicado na tela Home
10680,MEDIUM,6060,Atualização da listagem de eventos após convidado ser desabilitado ou removido
10675,HIGH,6060,Atualização da listagem de eventos após convidado ser desabilitado ou removido
10711,MEDIUM,4813,Alteração de dados com presença já confirmada
10711,MEDIUM,3428,Alteração de senha após confirmar presença com usuários em apenas um evento global
10664,CRITICAL,4993,Login no Invitation App com um convidado
10664,CRITICAL,4996,Login no Invitation App com um recepcionista
10664,CRITICAL,4991,Login no Invitation App com um administrador
10713,HIGH,4265,Ações com o controle do Moverio no aplicativo Demo 360
10595,MEDIUM,8697,Verificar informações do template default
10911,MEDIUM,6719,Alterar uma MO inválida
10623,LOW,4411,Botões indisponíveis ao habilitar edição de rota
9888,MEDIUM,7201,Permissões de usuários associado a administrador para Administrador(Eventos)
10367,HIGH,7221,Enviar push para jogadores aplicando filtros
10367,HIGH,7427,Push filtrando pela seção Período de atividade
10243,MEDIUM,8351,Controle de acesso por permissões no sistema
10245,HIGH,8351,Controle de acesso por permissões no sistema
9556,MEDIUM,7149,Ações de criação de dados após exclusão de eventos globais
10938,CRITICAL,8821,Exibição e Comportamento dos Menus na tela Home para convidados
10942,HIGH,8828,Validação dos links de privacidade exibidos no popup Sobre
10947,HIGH,8829,Alteração dos dados de um convidado na tela Home
10948,HIGH,8829,Alteração dos dados de um convidado na tela Home
10955,CRITICAL,8844,Exibição e Comportamento dos Menus na tela Home para Host e Admin
10956,CRITICAL,8844,Exibição e Comportamento dos Menus na tela Home para Host e Admin
10672,HIGH,8687,Confirmação de dados
11000,MEDIUM,4355,Inspeção de usabilidade para convidados
11001,MEDIUM,4355,Inspeção de usabilidade para convidados
11003,MEDIUM,8818,Visualização de Webview após realizar check-in (Tolerância à falha e recuperabilidade)
10694,HIGH,4355,Inspeção de usabilidade para convidados
10965,MEDIUM,8820,Exibição e comportamento dos Menus nas telas de Confirmar dados
10936,HIGH,8820,Exibição e comportamento dos Menus nas telas de Confirmar dados
10951,MEDIUM,8846,Exibição e comportamento dos Menus nas telas de Confirmar presença e responder enquete
10952,MEDIUM,8846,Exibição e comportamento dos Menus nas telas de Confirmar presença e responder enquete
10958,MEDIUM,8829,Alteração dos dados de um convidado na tela Home
10975,HIGH,8820,Exibição e comportamento dos Menus nas telas de Confirmar dados
11023,HIGH,8825,Inspeção de usabilidade para a tela de Configurações
9754,HIGH,7572,Permissões de usuário associado a Administrador
11010,HIGH,8788,"Adicionar mais de um idioma na sessão ""Site do evento"" 11013,MEDIUM,8783,""Campos da seção ""Site do evento"" do formulário de criação de eventos globais"
11016,HIGH,8792,Alteração dos dados para todos os eventos do convidado
9561,MEDIUM,2337,Estrutura do formulário de edição de evento global
9710,MEDIUM,7157,"Campo ""Dominio"" no formulário de criação de eventos globais"
10901,MEDIUM,2050,Ações de limpar e fechar no menu de filtros de administrador
9742,MEDIUM,7199,Permissões de usuários associado a administrador para Recepcionista(Eventos)
9793,MEDIUM,7730,Permissões de usuário para Usuários
10963,HIGH,8846,Exibição e comportamento dos Menus nas telas de Confirmar presença e responder enquete
10998,LOW,6702,Modificação válida para os campos
10991,HIGH,8183,Criação de mais de 2 MACs para cada Serial Number
11004,MEDIUM,8832,Acessar tela de configurações (Tolerância a falhas e recuperabilidade)
10772,HIGH,8713,Exibição da tela de confirmação de dados
11002,HIGH,8828,Validação dos links de privacidade exibidos no popup Sobre
11017,HIGH,4698,Acesso de um convidado à rotas
11005,HIGH,8820,Exibição e comportamento dos Menus nas telas de Confirmar dados
10888,MEDIUM,8637,Filtrar atendimentos por data
10890,LOW,8633,Ações na listagem de atendimentos
9899,LOW,7732,Descongelar em máquina não cadastrada
11034,LOW,6863,Internacionalização
11027,LOW,6863,Internacionalização
11009,LOW,7734,Descongelar usando uma tag de outra máquina
10889,MEDIUM,7717,Descongelar lote de PCB
10989,LOW,7863,"Repor rolo com novo QR Code ""Em uso"" 10909,LOW,7625,""Congelamento de PCB em dry box para dry pack"
10869,MEDIUM,7717,Descongelar lote de PCB
10869,MEDIUM,7719,Descongelar lote de bandejas
10869,MEDIUM,7723,Descongelar Rolo
10032,LOW,7734,Descongelar usando uma tag de outra máquina
10826,LOW,7806,Inserir no forno um item com status congelado
10925,LOW,7668,Congelamento de objeto já congelado
10467,MEDIUM,8408,Baking de componente quando baking concluir em dia não útil
10986,MEDIUM,7719,Descongelar lote de bandejas
10986,MEDIUM,7723,Descongelar Rolo
11030,LOW,8278,"Notificação de ""Exposto (Tempo Crítico)"" com tela do smartphone desligada."
11030,LOW,8288,"Notificação de ""Exposto Excedente"" com tela do smartphone desligada"
11030,LOW,8291,"Notificação de ""Baking (Tolerância)"" com tela do smartphone desligada"
11030,LOW,8302,"Notificação de ""Baking Excedente"" com tela do smartphone desligada"
11094,LOW,7735,Descongelar objeto que já está descongelado
11065,HIGH,6060,Atualização da listagem de eventos após convidado ser desabilitado ou removido
11060,CRITICAL,8820,Exibição e comportamento dos Menus nas telas de Confirmar dados
11033,LOW,6863,Internacionalização
11082,CRITICAL,8820,Exibição e comportamento dos Menus nas telas de Confirmar dados
10027,LOW,7732,Descongelar em máquina não cadastrada
10754,CRITICAL,6198,Criar sala [Treinamento]
10754,CRITICAL,6202,Opções de streaming para usuário receptor
10754,CRITICAL,6164,Detecção de dispositivos
10754,CRITICAL,6197,Opções de streaming para usuário transmissor
10754,CRITICAL,6194,Interrupção na detecção de dispositivos [Desktop]
10754,CRITICAL,6201,Criar sala [Suporte]
10754,CRITICAL,6252,Finalização de sala de streaming após uma hora
10754,CRITICAL,6265,Notificação quando não existirem mais participantes
10754,CRITICAL,6266,Opções de finalização de streaming
10932,LOW,8583,Desbloquear Configuração de Material já desbloqueada
10932,LOW,8584,Desbloquear Configuração de Material já removida
10930,LOW,8557,Bloquear Configuração de Material já bloqueada
10930,LOW,8558,Bloquear Configuração de Material já removida
10039,LOW,7735,Descongelar objeto que já está descongelado
10884,HIGH,6198,Criar sala [Treinamento]
11092,MEDIUM,8407,Autorizar manualmente quando o baking concluir em dia não útil
11092,MEDIUM,8409,Autorizar manualmente quando o baking concluir em dia não útil com usuário sem permissão
11092,MEDIUM,8410,Autorizar manualmente quando o baking concluir em dia não útil com usuário inválido
11092,MEDIUM,8411,Autorizar via barcode quando o baking concluir em dia não útil com usuário sem permissão
11092,MEDIUM,8412,Autorizar via barcode quando o baking concluir em dia não útil com usuário inválido
10961,MEDIUM,8846,Exibição e comportamento dos Menus nas telas de Confirmar presença e responder enquete
10997,HIGH,8817,Exibição da webview automaticamente ao realizar checkin do convidado
10227,LOW,8173,Ações do botão back e forward - Web
10207,LOW,6194,Interrupção na detecção de dispositivos [Desktop]
11018,HIGH,8713,Exibição da tela de confirmação de dados
11072,CRITICAL,8820,Exibição e comportamento dos Menus nas telas de Confirmar dados
11073,HIGH,8829,Alteração dos dados de um convidado na tela Home
11084,HIGH,8821,Exibição e Comportamento dos Menus na tela Home para convidados
11006,LOW,8821,Exibição e Comportamento dos Menus na tela Home para convidados
11100,HIGH,8822,"Validação da seção ""Download your information"" da tela ""Configurações"" 11101,CRITICAL,8822,""Validação da seção ""Download your information"" da tela ""Configurações"" 11103,HIGH,8823,""Validação da seção ""Delete your information"" da tela ""Configurações"" 11014,MEDIUM,8825,""Inspeção de usabilidade para a tela de Configurações"
11081,MEDIUM,8713,Exibição da tela de confirmação de dados
11107,MEDIUM,8830,Baixar dados do usuário (Tolerância à falhas e recuperabilidade)
11020,HIGH,8821,Exibição e Comportamento dos Menus na tela Home para convidados
11108,HIGH,8823,"Validação da seção ""Delete your information"" da tela ""Configurações"" 11140,HIGH,4055,""Editar Usuário com dados válidos"
11140,HIGH,4005,Cadastro de usuário com dados válidos
11144,CRITICAL,4005,Cadastro de usuário com dados válidos
10885,HIGH,8636,Filtrar atendimentos por proprietário
10236,MEDIUM,2117,Validar lista de Recepcionistas
10658,MEDIUM,7199,Permissões de usuários associado a administrador para Recepcionista(Eventos)
10769,MEDIUM,7120,Editar convidado com sucesso
11064,MEDIUM,7372,Inspeção de usabilidade para o formulário de criação de evento global
11025,MEDIUM,8713,Exibição da tela de confirmação de dados
11057,MEDIUM,4355,Inspeção de usabilidade para convidados
10898,MEDIUM,6198,Criar sala [Treinamento]
10898,MEDIUM,6201,Criar sala [Suporte]
10881,HIGH,7127,Visualizar objeto 3D
10877,LOW,6265,Notificação quando não existirem mais participantes
10870,LOW,8633,Ações na listagem de atendimentos
10319,LOW,8151,Acessar sala com dados inválidos
10210,MEDIUM,6198,Criar sala [Treinamento]
10728,LOW,8633,Ações na listagem de atendimentos
11090,HIGH,8989,Cadastrar dayoffs do projeto para zerar o budget
10914,HIGH,5183,Ações no menu lateral [Mobile]
10897,MEDIUM,8637,Filtrar atendimentos por data
10755,HIGH,6229,Acessar e sair de sala de streaming com sucesso
10739,MEDIUM,8636,Filtrar atendimentos por proprietário
10735,HIGH,8636,Filtrar atendimentos por proprietário
10735,HIGH,8634,Visualizar atendimentos
11157,HIGH,9048,Exibição do botão da webview quando houver erro no checkin
10143,HIGH,6060,Atualização da listagem de eventos após convidado ser desabilitado ou removido
11086,MEDIUM,3790,Adicionar nova peça de referência
11158,HIGH,9048,Exibição do botão da webview quando houver erro no checkin
11155,CRITICAL,9049,Idioma da webview após checkin do convidado
11165,CRITICAL,9089,Idioma da webview com Login realizado antes da configuração do site interativo
11142,HIGH,8817,Exibição da webview automaticamente ao realizar checkin do convidado
11134,MEDIUM,4993,Login no Invitation App com um convidado
11150,MEDIUM,8830,Baixar dados do usuário (Tolerância à falhas e recuperabilidade)
11151,MEDIUM,8831,Deletar dados do usuário (Tolerância à falhas e recuperabilidade)
11148,HIGH,8831,Deletar dados do usuário (Tolerância à falhas e recuperabilidade)
11021,MEDIUM,4355,Inspeção de usabilidade para convidados
11146,HIGH,8830,Baixar dados do usuário (Tolerância à falhas e recuperabilidade)
10846,MEDIUM,7470,Editar peça de referência
11260,CRITICAL,3790,Adicionar nova peça de referência
9425,LOW,6863,Internacionalização
11276,HIGH,3801,Listar peças de referência
11159,HIGH,9034,E-mail de usuário criado com sucesso
11162,CRITICAL,4995,Troca de senhas - dados válidos
11188,MEDIUM,8891,Receber áudio [Desktop]
11195,MEDIUM,8890,Modal de gravação de áudio
11193,CRITICAL,8891,Receber áudio [Desktop]
11194,HIGH,6201,Criar sala [Suporte]
11177,MEDIUM,6194,Interrupção na detecção de dispositivos [Desktop]
11174,CRITICAL,6194,Interrupção na detecção de dispositivos [Desktop]
11176,HIGH,8918,Restrições de right now
11173,LOW,8636,Filtrar atendimentos por proprietário
11203,MEDIUM,8636,Filtrar atendimentos por proprietário
11170,HIGH,8709,Download de relatórios mediante aplicação de filtros
10905,MEDIUM,8709,Download de relatórios mediante aplicação de filtros
10895,MEDIUM,8707,Agendamento de relatórios
11201,MEDIUM,4055,Editar Usuário com dados válidos
11342,MEDIUM,6194,Interrupção na detecção de dispositivos [Desktop]
11339,CRITICAL,7473,Adicionar novo scan
11373,HIGH,9107,Verificar permissão concedida ao perfil
10408,MEDIUM,7105,Acessar sala de streaming com dados inválidos
10449,MEDIUM,7092,Opções de streaming para usuário transmissor
10453,MEDIUM,7093,Opções de streaming para usuário receptor
10753,HIGH,7092,Opções de streaming para usuário transmissor
10395,MEDIUM,7104,Acessar sala de streaming com sucesso
10397,MEDIUM,7096,Criar sala [Treinamento]
10447,LOW,7104,Acessar sala de streaming com sucesso
10752,MEDIUM,7104,Acessar sala de streaming com sucesso
11208,CRITICAL,7104,Acessar sala de streaming com sucesso
11360,MEDIUM,9174,Explorar mobile
11318,MEDIUM,9173,Explorar dispositivos
11346,MEDIUM,7541,Extrair lote PCB congelado no dry box lendo código de barras
11309,MEDIUM,8886,Criar salas através de right now
11273,CRITICAL,9153,Arrastar ticket por todos os status do kanban
11301,MEDIUM,7470,Editar peça de referência
11394,MEDIUM,9174,Explorar mobile
11292,MEDIUM,9171,Tentar inserir letras no campo Length no cadastro dos campos do tipo Text e Long Text
11130,LOW,8410,Autorizar manualmente quando o baking concluir em dia não útil com usuário inválido
11352,LOW,9173,Explorar dispositivos
11304,LOW,8886,Criar salas através de right now
11396,HIGH,9174,Explorar mobile
11397,HIGH,9174,Explorar mobile
11303,CRITICAL,9107,Verificar permissão concedida ao perfil
11369,MEDIUM,7096,Criar sala [Treinamento]
11376,MEDIUM,7096,Criar sala [Treinamento]
11380,MEDIUM,7096,Criar sala [Treinamento]
11358,MEDIUM,7096,Criar sala [Treinamento]
11358,MEDIUM,7097,Criar sala [Suporte]
11214,HIGH,7096,Criar sala [Treinamento]
11214,HIGH,7097,Criar sala [Suporte]
11431,CRITICAL,7092,Opções de streaming para usuário transmissor
10446,MEDIUM,7093,Opções de streaming para usuário receptor
10446,MEDIUM,7107,Acessar e sair de sala de streaming com perfis diferentes
10452,HIGH,7107,Acessar e sair de sala de streaming com perfis diferentes
11129,LOW,9094,Alterar os campos Input Quantity e Output Quantity
11440,HIGH,7097,Criar sala [Suporte]
11447,HIGH,9268,Cadastrar horas do budget em dias de dayoff de sistema ou projeto
11466,CRITICAL,40,Instalar aplicativo Software Quality Check
11409,MEDIUM,9224,Remoção válida de BOMs com/sem itens logados na linha
11407,LOW,9225,Remoção (lógica) inválida de BOMs
11449,CRITICAL,7425,Receber notificação de boas vindas
11279,CRITICAL,9160,Manter ticket em um status no kanban
11272,LOW,9153,Arrastar ticket por todos os status do kanban
9457,LOW,6813,Imprimir códigos sem sucesso
11133,HIGH,9090,MO Form - On Line
11274,MEDIUM,9154,Filtrar ticket no kanban
11171,HIGH,6197,Opções de streaming para usuário transmissor
11171,HIGH,6202,Opções de streaming para usuário receptor
11453,MEDIUM,8894,Receber áudio numa sala de streaming
11463,LOW,8896,Funções do player de áudio para instrutor
11463,LOW,9024,Funções do player de áudio para aluno
11464,MEDIUM,8896,Funções do player de áudio para instrutor
11457,MEDIUM,8895,Modal de gravação de áudio
11456,MEDIUM,9021,Receber áudio compartilhado numa sala de streaming
11454,MEDIUM,7107,Acessar e sair de sala de streaming com perfis diferentes
11439,LOW,7096,Criar sala [Treinamento]
11441,MEDIUM,7096,Criar sala [Treinamento]
11504,MEDIUM,7092,Opções de streaming para usuário transmissor
11467,HIGH,9031,Tempo de gravação de áudio
11493,CRITICAL,3790,Adicionar nova peça de referência
11493,CRITICAL,7470,Editar peça de referência
11534,HIGH,7470,Editar peça de referência
11543,HIGH,52,Comparação de modelos
11322,LOW,4988,Envio de e-mail ao esquecer senha
11247,HIGH,35,Excluir peça de referência
11465,MEDIUM,7025,Inserir um Part com sucesso
11316,HIGH,8635,Filtrar atendimentos por tipo
11327,MEDIUM,8637,Filtrar atendimentos por data
11330,MEDIUM,8637,Filtrar atendimentos por data
11335,HIGH,8707,Agendamento de relatórios
10904,MEDIUM,8709,Download de relatórios mediante aplicação de filtros
11341,MEDIUM,8709,Download de relatórios mediante aplicação de filtros
11541,HIGH,9031,Tempo de gravação de áudio
11472,MEDIUM,9031,Tempo de gravação de áudio
11186,MEDIUM,8890,Modal de gravação de áudio
11325,MEDIUM,8892,Funções do player de áudio para instrutor
11315,MEDIUM,9030,Tempo de gravação de áudio
11311,MEDIUM,8633,Ações na listagem de atendimentos
11314,MEDIUM,8633,Ações na listagem de atendimentos
11609,HIGH,9299,Verificar o padrão de estilo em todas as abas da tela de Reports.
11627,MEDIUM,9350,"Verificar se coluna ""Coverage"" foi renomeada para ""Test Specification Coverage"" na listagem e no relatório de requirements."
11632,LOW,9325,Resetar filtros preenchidos
11481,LOW,3801,Listar peças de referência
11631,HIGH,7555,Enable/disable capturated grid
11621,CRITICAL,7559,Set up blocks
10287,HIGH,8341,Criar projeto com coordenador
10287,HIGH,8342,Editar projeto com coordenador
11649,HIGH,7555,Enable/disable capturated grid
11256,LOW,41,Desinstalar aplicativo Software Quality Check
11626,LOW,9350,"Verificar se coluna ""Coverage"" foi renomeada para ""Test Specification Coverage"" na listagem e no relatório de requirements."
11630,MEDIUM,9331,Gerar relatório após utilizar filtros
11671,LOW,9320,Teste exploratório do Menu Quality
11452,CRITICAL,40,Instalar aplicativo Software Quality Check
11678,MEDIUM,9308,Filtrar bugs para geração de relatórios
11674,HIGH,9302,Gerar relatório de Bug
11542,CRITICAL,9210,Conteúdo da tela Sobre
11536,LOW,9265,Autenticar na aplicação com espaços em branco
11535,LOW,9265,Autenticar na aplicação com espaços em branco
11527,MEDIUM,9235,Validar botão Back
11525,LOW,9237,Criar conta com espaços em branco
11523,LOW,9237,Criar conta com espaços em branco
11519,LOW,9226,Criar conta com campos vazios
11516,HIGH,9230,Criar conta sem acesso a Internet
11513,LOW,9216,Criar conta com dados inválidos
11511,CRITICAL,9214,Criar Conta
11619,LOW,9325,Resetar filtros preenchidos
11628,LOW,9353,"Filtrar issues pelos filtros ""Created"
11628,LOW,9325,Resetar filtros preenchidos
10720,MEDIUM,5143,Confirmar dados (tolerância a falhas e recuperabilidade)
11495,HIGH,9214,Criar Conta
11496,CRITICAL,9216,Criar conta com dados inválidos
11497,HIGH,9227,Criar conta com dados cadastrados
11498,HIGH,9227,Criar conta com dados cadastrados
11499,HIGH,9227,Criar conta com dados cadastrados
11501,MEDIUM,9230,Criar conta sem acesso a Internet
11502,CRITICAL,9230,Criar conta sem acesso a Internet
11506,LOW,9262,Autenticar na aplicação com dados inválidos
11507,LOW,9262,Autenticar na aplicação com dados inválidos
11509,HIGH,9262,Autenticar na aplicação com dados inválidos
11510,LOW,9262,Autenticar na aplicação com dados inválidos
11512,LOW,9265,Autenticar na aplicação com espaços em branco
