Precision,Recall,FMeasure,Configuracao,K,Algoritmo,Heuristica
0.625,0.625,0.625,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.625,0.4166666666666667,0.4464285714285715,euclidean_False_8,8,euclidean,nao
0.5,0.625,0.5952380952380952,euclidean_False_8,8,euclidean,nao
0.1111111111111111,0.2857142857142857,0.21739130434782608,euclidean_False_8,8,euclidean,nao
0.18181818181818182,1.0,0.5263157894736843,euclidean_False_8,8,euclidean,nao
0.15384615384615385,0.6666666666666666,0.4,euclidean_False_8,8,euclidean,nao
0.4166666666666667,0.8333333333333334,0.6944444444444445,euclidean_False_8,8,euclidean,nao
0.3333333333333333,1.0,0.7142857142857143,euclidean_False_8,8,euclidean,nao
0.1,0.5,0.2777777777777778,euclidean_False_8,8,euclidean,nao
0.09090909090909091,0.5,0.26315789473684215,euclidean_False_8,8,euclidean,nao
0.2,1.0,0.5555555555555556,euclidean_False_8,8,euclidean,nao
0.38461538461538464,0.5555555555555556,0.5102040816326531,euclidean_False_8,8,euclidean,nao
0.3333333333333333,0.8,0.625,euclidean_False_8,8,euclidean,nao
0.45454545454545453,0.7142857142857143,0.641025641025641,euclidean_False_8,8,euclidean,nao
0.2727272727272727,1.0,0.6521739130434783,euclidean_False_8,8,euclidean,nao
0.38461538461538464,0.8333333333333334,0.6756756756756757,euclidean_False_8,8,euclidean,nao
0.3333333333333333,0.625,0.5319148936170213,euclidean_False_8,8,euclidean,nao
0.38461538461538464,1.0,0.7575757575757577,euclidean_False_8,8,euclidean,nao
0.2727272727272727,1.0,0.6521739130434783,euclidean_False_8,8,euclidean,nao
0.3333333333333333,0.5555555555555556,0.4901960784313726,euclidean_False_8,8,euclidean,nao
0.38461538461538464,0.8333333333333334,0.6756756756756757,euclidean_False_8,8,euclidean,nao
0.3076923076923077,0.8,0.6060606060606061,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.1111111111111111,0.6666666666666666,0.3333333333333333,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.08333333333333333,0.5,0.25,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.36363636363636365,0.6666666666666666,0.5714285714285715,euclidean_False_8,8,euclidean,nao
0.7272727272727273,1.0,0.930232558139535,euclidean_False_8,8,euclidean,nao
0.7272727272727273,1.0,0.930232558139535,euclidean_False_8,8,euclidean,nao
0.07142857142857142,0.2,0.14705882352941177,euclidean_False_8,8,euclidean,nao
0.2727272727272727,0.6,0.48387096774193544,euclidean_False_8,8,euclidean,nao
0.08333333333333333,1.0,0.3125,euclidean_False_8,8,euclidean,nao
0.6,1.0,0.8823529411764706,euclidean_False_8,8,euclidean,nao
0.6363636363636364,1.0,0.8974358974358974,euclidean_False_8,8,euclidean,nao
0.75,1.0,0.9375,euclidean_False_8,8,euclidean,nao
1.0,1.0,1.0,euclidean_False_8,8,euclidean,nao
0.875,1.0,0.9722222222222222,euclidean_False_8,8,euclidean,nao
0.6363636363636364,1.0,0.8974358974358974,euclidean_False_8,8,euclidean,nao
0.6,1.0,0.8823529411764706,euclidean_False_8,8,euclidean,nao
0.6363636363636364,1.0,0.8974358974358974,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.6,1.0,0.8823529411764706,euclidean_False_8,8,euclidean,nao
0.875,1.0,0.9722222222222222,euclidean_False_8,8,euclidean,nao
0.6,1.0,0.8823529411764706,euclidean_False_8,8,euclidean,nao
0.4666666666666667,1.0,0.813953488372093,euclidean_False_8,8,euclidean,nao
0.6,1.0,0.8823529411764706,euclidean_False_8,8,euclidean,nao
0.75,1.0,0.9375,euclidean_False_8,8,euclidean,nao
0.9,1.0,0.9782608695652175,euclidean_False_8,8,euclidean,nao
0.5333333333333333,1.0,0.851063829787234,euclidean_False_8,8,euclidean,nao
0.7777777777777778,1.0,0.945945945945946,euclidean_False_8,8,euclidean,nao
0.6,1.0,0.8823529411764706,euclidean_False_8,8,euclidean,nao
0.9,1.0,0.9782608695652175,euclidean_False_8,8,euclidean,nao
0.5333333333333333,1.0,0.851063829787234,euclidean_False_8,8,euclidean,nao
0.7777777777777778,1.0,0.945945945945946,euclidean_False_8,8,euclidean,nao
0.75,1.0,0.9375,euclidean_False_8,8,euclidean,nao
0.5333333333333333,0.8888888888888888,0.7843137254901961,euclidean_False_8,8,euclidean,nao
0.8888888888888888,1.0,0.9756097560975611,euclidean_False_8,8,euclidean,nao
0.8,1.0,0.9523809523809523,euclidean_False_8,8,euclidean,nao
0.8888888888888888,1.0,0.9756097560975611,euclidean_False_8,8,euclidean,nao
0.4666666666666667,1.0,0.813953488372093,euclidean_False_8,8,euclidean,nao
0.5555555555555556,1.0,0.8620689655172413,euclidean_False_8,8,euclidean,nao
0.5,0.8571428571428571,0.75,euclidean_False_8,8,euclidean,nao
1.0,1.0,1.0,euclidean_False_8,8,euclidean,nao
0.8333333333333334,1.0,0.9615384615384615,euclidean_False_8,8,euclidean,nao
1.0,0.9,0.9183673469387754,euclidean_False_8,8,euclidean,nao
0.6666666666666666,1.0,0.9090909090909091,euclidean_False_8,8,euclidean,nao
0.8333333333333334,1.0,0.9615384615384615,euclidean_False_8,8,euclidean,nao
0.8888888888888888,1.0,0.9756097560975611,euclidean_False_8,8,euclidean,nao
1.0,0.9,0.9183673469387754,euclidean_False_8,8,euclidean,nao
0.3,0.6,0.5,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.7777777777777778,1.0,0.945945945945946,euclidean_False_8,8,euclidean,nao
0.6666666666666666,1.0,0.9090909090909091,euclidean_False_8,8,euclidean,nao
1.0,1.0,1.0,euclidean_False_8,8,euclidean,nao
0.8333333333333334,1.0,0.9615384615384615,euclidean_False_8,8,euclidean,nao
0.4,0.8,0.6666666666666666,euclidean_False_8,8,euclidean,nao
0.2,0.3333333333333333,0.29411764705882354,euclidean_False_8,8,euclidean,nao
0.5555555555555556,1.0,0.8620689655172413,euclidean_False_8,8,euclidean,nao
0.5,0.8571428571428571,0.75,euclidean_False_8,8,euclidean,nao
0.5555555555555556,0.7142857142857143,0.6756756756756757,euclidean_False_8,8,euclidean,nao
0.5,0.75,0.6818181818181818,euclidean_False_8,8,euclidean,nao
0.625,0.8333333333333334,0.78125,euclidean_False_8,8,euclidean,nao
0.5555555555555556,0.5555555555555556,0.5555555555555556,euclidean_False_8,8,euclidean,nao
0.42857142857142855,0.6666666666666666,0.6,euclidean_False_8,8,euclidean,nao
0.625,1.0,0.8928571428571429,euclidean_False_8,8,euclidean,nao
0.5555555555555556,0.8333333333333334,0.7575757575757576,euclidean_False_8,8,euclidean,nao
0.42857142857142855,1.0,0.7894736842105262,euclidean_False_8,8,euclidean,nao
0.625,0.8333333333333334,0.78125,euclidean_False_8,8,euclidean,nao
0.6,1.0,0.8823529411764706,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.26666666666666666,0.8,0.5714285714285714,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.23076923076923078,1.0,0.6000000000000001,euclidean_False_8,8,euclidean,nao
0.09090909090909091,1.0,0.3333333333333333,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.26666666666666666,1.0,0.6451612903225807,euclidean_False_8,8,euclidean,nao
0.1111111111111111,1.0,0.38461538461538464,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.2,0.75,0.48387096774193544,euclidean_False_8,8,euclidean,nao
0.06666666666666667,0.2,0.14285714285714285,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.125,0.3333333333333333,0.25,euclidean_False_8,8,euclidean,nao
0.26666666666666666,1.0,0.6451612903225807,euclidean_False_8,8,euclidean,nao
0.0625,0.5,0.20833333333333334,euclidean_False_8,8,euclidean,nao
0.06666666666666667,1.0,0.2631578947368421,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.13333333333333333,0.6666666666666666,0.37037037037037035,euclidean_False_8,8,euclidean,nao
0.06666666666666667,1.0,0.2631578947368421,euclidean_False_8,8,euclidean,nao
0.06666666666666667,1.0,0.2631578947368421,euclidean_False_8,8,euclidean,nao
0.2,1.0,0.5555555555555556,euclidean_False_8,8,euclidean,nao
0.26666666666666666,1.0,0.6451612903225807,euclidean_False_8,8,euclidean,nao
0.0,0.0,0.0,euclidean_False_8,8,euclidean,nao
0.0625,0.16666666666666666,0.125,euclidean_False_8,8,euclidean,nao
0.13333333333333333,1.0,0.43478260869565216,euclidean_False_8,8,euclidean,nao
0.06666666666666667,0.0625,0.06329113924050632,euclidean_False_8,8,euclidean,nao
0.5,0.875,0.7608695652173914,euclidean_False_9,9,euclidean,nao
0.36363636363636365,0.2857142857142857,0.2985074626865672,euclidean_False_9,9,euclidean,nao
0.625,0.5,0.5208333333333334,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.42857142857142855,0.75,0.6521739130434783,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.09090909090909091,0.25,0.1851851851851852,euclidean_False_9,9,euclidean,nao
0.5,0.875,0.7608695652173914,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.18181818181818182,0.16666666666666666,0.16949152542372883,euclidean_False_9,9,euclidean,nao
0.42857142857142855,1.0,0.7894736842105262,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.14285714285714285,0.6666666666666666,0.3846153846153845,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.09090909090909091,0.125,0.11627906976744187,euclidean_False_9,9,euclidean,nao
0.2727272727272727,0.13636363636363635,0.15151515151515152,euclidean_False_9,9,euclidean,nao
0.4117647058823529,1.0,0.7777777777777777,euclidean_False_9,9,euclidean,nao
0.058823529411764705,0.3333333333333333,0.1724137931034483,euclidean_False_9,9,euclidean,nao
0.35714285714285715,0.7142857142857143,0.5952380952380953,euclidean_False_9,9,euclidean,nao
0.16666666666666666,1.0,0.5,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.42857142857142855,0.75,0.6521739130434783,euclidean_False_9,9,euclidean,nao
0.16666666666666666,1.0,0.5,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.14285714285714285,1.0,0.4545454545454545,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.16666666666666666,1.0,0.5,euclidean_False_9,9,euclidean,nao
0.5,0.5833333333333334,0.5645161290322581,euclidean_False_9,9,euclidean,nao
0.5,0.75,0.6818181818181818,euclidean_False_9,9,euclidean,nao
0.4,0.5,0.47619047619047616,euclidean_False_9,9,euclidean,nao
0.13333333333333333,1.0,0.43478260869565216,euclidean_False_9,9,euclidean,nao
0.3333333333333333,0.4444444444444444,0.41666666666666663,euclidean_False_9,9,euclidean,nao
0.16666666666666666,0.2857142857142857,0.24999999999999997,euclidean_False_9,9,euclidean,nao
0.18181818181818182,0.5,0.3703703703703704,euclidean_False_9,9,euclidean,nao
0.3333333333333333,0.3333333333333333,0.3333333333333333,euclidean_False_9,9,euclidean,nao
0.07142857142857142,1.0,0.2777777777777778,euclidean_False_9,9,euclidean,nao
0.3,0.5,0.4411764705882353,euclidean_False_9,9,euclidean,nao
0.8,0.8,0.8,euclidean_False_9,9,euclidean,nao
0.26666666666666666,0.5714285714285714,0.46511627906976744,euclidean_False_9,9,euclidean,nao
0.2,0.2857142857142857,0.26315789473684204,euclidean_False_9,9,euclidean,nao
0.25,0.375,0.3409090909090909,euclidean_False_9,9,euclidean,nao
0.06666666666666667,0.3333333333333333,0.18518518518518517,euclidean_False_9,9,euclidean,nao
0.4,0.5,0.47619047619047616,euclidean_False_9,9,euclidean,nao
0.3333333333333333,0.625,0.5319148936170213,euclidean_False_9,9,euclidean,nao
0.4166666666666667,0.45454545454545453,0.44642857142857145,euclidean_False_9,9,euclidean,nao
0.4,0.5,0.47619047619047616,euclidean_False_9,9,euclidean,nao
0.2,0.2,0.2,euclidean_False_9,9,euclidean,nao
0.4,1.0,0.7692307692307692,euclidean_False_9,9,euclidean,nao
0.4,0.3333333333333333,0.3448275862068965,euclidean_False_9,9,euclidean,nao
0.25,0.5,0.4166666666666667,euclidean_False_9,9,euclidean,nao
0.4,0.4,0.4,euclidean_False_9,9,euclidean,nao
0.1,0.125,0.11904761904761904,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.5,0.75,0.6818181818181818,euclidean_False_9,9,euclidean,nao
0.3333333333333333,0.5,0.45454545454545453,euclidean_False_9,9,euclidean,nao
0.3333333333333333,0.6666666666666666,0.5555555555555555,euclidean_False_9,9,euclidean,nao
0.16666666666666666,0.6,0.3947368421052631,euclidean_False_9,9,euclidean,nao
0.5714285714285714,0.7272727272727273,0.689655172413793,euclidean_False_9,9,euclidean,nao
0.2,0.375,0.3191489361702127,euclidean_False_9,9,euclidean,nao
0.2727272727272727,0.3333333333333333,0.3191489361702127,euclidean_False_9,9,euclidean,nao
0.1111111111111111,0.16666666666666666,0.15151515151515152,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.16666666666666666,0.3333333333333333,0.27777777777777773,euclidean_False_9,9,euclidean,nao
0.3333333333333333,0.42857142857142855,0.4054054054054054,euclidean_False_9,9,euclidean,nao
0.3333333333333333,0.4,0.3846153846153846,euclidean_False_9,9,euclidean,nao
0.23076923076923078,0.375,0.3333333333333333,euclidean_False_9,9,euclidean,nao
0.15384615384615385,0.25,0.22222222222222224,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.4,0.36363636363636365,0.37037037037037035,euclidean_False_9,9,euclidean,nao
0.625,0.625,0.625,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.625,0.4166666666666667,0.4464285714285715,euclidean_False_9,9,euclidean,nao
0.5,0.625,0.5952380952380952,euclidean_False_9,9,euclidean,nao
0.1111111111111111,0.2857142857142857,0.21739130434782608,euclidean_False_9,9,euclidean,nao
0.18181818181818182,1.0,0.5263157894736843,euclidean_False_9,9,euclidean,nao
0.15384615384615385,0.6666666666666666,0.4,euclidean_False_9,9,euclidean,nao
0.4166666666666667,0.8333333333333334,0.6944444444444445,euclidean_False_9,9,euclidean,nao
0.3333333333333333,1.0,0.7142857142857143,euclidean_False_9,9,euclidean,nao
0.1,0.5,0.2777777777777778,euclidean_False_9,9,euclidean,nao
0.09090909090909091,0.5,0.26315789473684215,euclidean_False_9,9,euclidean,nao
0.16666666666666666,1.0,0.5,euclidean_False_9,9,euclidean,nao
0.38461538461538464,0.5555555555555556,0.5102040816326531,euclidean_False_9,9,euclidean,nao
0.3076923076923077,0.8,0.6060606060606061,euclidean_False_9,9,euclidean,nao
0.45454545454545453,0.7142857142857143,0.641025641025641,euclidean_False_9,9,euclidean,nao
0.2727272727272727,1.0,0.6521739130434783,euclidean_False_9,9,euclidean,nao
0.38461538461538464,0.8333333333333334,0.6756756756756757,euclidean_False_9,9,euclidean,nao
0.3333333333333333,0.625,0.5319148936170213,euclidean_False_9,9,euclidean,nao
0.38461538461538464,1.0,0.7575757575757577,euclidean_False_9,9,euclidean,nao
0.2727272727272727,1.0,0.6521739130434783,euclidean_False_9,9,euclidean,nao
0.3333333333333333,0.5555555555555556,0.4901960784313726,euclidean_False_9,9,euclidean,nao
0.38461538461538464,0.8333333333333334,0.6756756756756757,euclidean_False_9,9,euclidean,nao
0.3076923076923077,0.8,0.6060606060606061,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.1111111111111111,0.6666666666666666,0.3333333333333333,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.07692307692307693,0.5,0.2380952380952381,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.36363636363636365,0.6666666666666666,0.5714285714285715,euclidean_False_9,9,euclidean,nao
0.7272727272727273,1.0,0.930232558139535,euclidean_False_9,9,euclidean,nao
0.7272727272727273,1.0,0.930232558139535,euclidean_False_9,9,euclidean,nao
0.06666666666666667,0.2,0.14285714285714285,euclidean_False_9,9,euclidean,nao
0.25,0.6,0.46875,euclidean_False_9,9,euclidean,nao
0.07142857142857142,1.0,0.2777777777777778,euclidean_False_9,9,euclidean,nao
0.6,1.0,0.8823529411764706,euclidean_False_9,9,euclidean,nao
0.5833333333333334,1.0,0.875,euclidean_False_9,9,euclidean,nao
0.75,1.0,0.9375,euclidean_False_9,9,euclidean,nao
1.0,1.0,1.0,euclidean_False_9,9,euclidean,nao
0.875,1.0,0.9722222222222222,euclidean_False_9,9,euclidean,nao
0.6363636363636364,1.0,0.8974358974358974,euclidean_False_9,9,euclidean,nao
0.6,1.0,0.8823529411764706,euclidean_False_9,9,euclidean,nao
0.5833333333333334,1.0,0.875,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.6,1.0,0.8823529411764706,euclidean_False_9,9,euclidean,nao
0.875,1.0,0.9722222222222222,euclidean_False_9,9,euclidean,nao
0.6,1.0,0.8823529411764706,euclidean_False_9,9,euclidean,nao
0.4666666666666667,1.0,0.813953488372093,euclidean_False_9,9,euclidean,nao
0.6,1.0,0.8823529411764706,euclidean_False_9,9,euclidean,nao
0.75,1.0,0.9375,euclidean_False_9,9,euclidean,nao
0.9,1.0,0.9782608695652175,euclidean_False_9,9,euclidean,nao
0.5333333333333333,1.0,0.851063829787234,euclidean_False_9,9,euclidean,nao
0.7777777777777778,1.0,0.945945945945946,euclidean_False_9,9,euclidean,nao
0.5,1.0,0.8333333333333334,euclidean_False_9,9,euclidean,nao
0.9,1.0,0.9782608695652175,euclidean_False_9,9,euclidean,nao
0.5333333333333333,1.0,0.851063829787234,euclidean_False_9,9,euclidean,nao
0.7777777777777778,1.0,0.945945945945946,euclidean_False_9,9,euclidean,nao
0.75,1.0,0.9375,euclidean_False_9,9,euclidean,nao
0.5333333333333333,0.8888888888888888,0.7843137254901961,euclidean_False_9,9,euclidean,nao
0.8888888888888888,1.0,0.9756097560975611,euclidean_False_9,9,euclidean,nao
0.8,1.0,0.9523809523809523,euclidean_False_9,9,euclidean,nao
0.8888888888888888,1.0,0.9756097560975611,euclidean_False_9,9,euclidean,nao
0.4666666666666667,1.0,0.813953488372093,euclidean_False_9,9,euclidean,nao
0.5555555555555556,1.0,0.8620689655172413,euclidean_False_9,9,euclidean,nao
0.46153846153846156,0.8571428571428571,0.7317073170731707,euclidean_False_9,9,euclidean,nao
1.0,1.0,1.0,euclidean_False_9,9,euclidean,nao
0.8333333333333334,1.0,0.9615384615384615,euclidean_False_9,9,euclidean,nao
1.0,0.9,0.9183673469387754,euclidean_False_9,9,euclidean,nao
0.6153846153846154,1.0,0.888888888888889,euclidean_False_9,9,euclidean,nao
0.8333333333333334,1.0,0.9615384615384615,euclidean_False_9,9,euclidean,nao
0.8888888888888888,1.0,0.9756097560975611,euclidean_False_9,9,euclidean,nao
1.0,0.9,0.9183673469387754,euclidean_False_9,9,euclidean,nao
0.2727272727272727,0.6,0.48387096774193544,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.7777777777777778,1.0,0.945945945945946,euclidean_False_9,9,euclidean,nao
0.6153846153846154,1.0,0.888888888888889,euclidean_False_9,9,euclidean,nao
1.0,1.0,1.0,euclidean_False_9,9,euclidean,nao
0.8333333333333334,1.0,0.9615384615384615,euclidean_False_9,9,euclidean,nao
0.4,0.8,0.6666666666666666,euclidean_False_9,9,euclidean,nao
0.18181818181818182,0.3333333333333333,0.28571428571428575,euclidean_False_9,9,euclidean,nao
0.5,1.0,0.8333333333333334,euclidean_False_9,9,euclidean,nao
0.5,0.8571428571428571,0.75,euclidean_False_9,9,euclidean,nao
0.6,0.8571428571428571,0.7894736842105262,euclidean_False_9,9,euclidean,nao
0.5,0.75,0.6818181818181818,euclidean_False_9,9,euclidean,nao
0.625,0.8333333333333334,0.78125,euclidean_False_9,9,euclidean,nao
0.5555555555555556,0.5555555555555556,0.5555555555555556,euclidean_False_9,9,euclidean,nao
0.42857142857142855,0.6666666666666666,0.6,euclidean_False_9,9,euclidean,nao
0.625,1.0,0.8928571428571429,euclidean_False_9,9,euclidean,nao
0.5555555555555556,0.8333333333333334,0.7575757575757576,euclidean_False_9,9,euclidean,nao
0.42857142857142855,1.0,0.7894736842105262,euclidean_False_9,9,euclidean,nao
0.625,0.8333333333333334,0.78125,euclidean_False_9,9,euclidean,nao
0.5,1.0,0.8333333333333334,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.25,0.8,0.5555555555555556,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.23076923076923078,1.0,0.6000000000000001,euclidean_False_9,9,euclidean,nao
0.09090909090909091,1.0,0.3333333333333333,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.26666666666666666,1.0,0.6451612903225807,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.2,0.75,0.48387096774193544,euclidean_False_9,9,euclidean,nao
0.0625,0.2,0.1388888888888889,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.11764705882352941,0.3333333333333333,0.24390243902439024,euclidean_False_9,9,euclidean,nao
0.26666666666666666,1.0,0.6451612903225807,euclidean_False_9,9,euclidean,nao
0.058823529411764705,0.5,0.19999999999999998,euclidean_False_9,9,euclidean,nao
0.0625,1.0,0.25,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.125,0.6666666666666666,0.35714285714285715,euclidean_False_9,9,euclidean,nao
0.06666666666666667,1.0,0.2631578947368421,euclidean_False_9,9,euclidean,nao
0.06666666666666667,1.0,0.2631578947368421,euclidean_False_9,9,euclidean,nao
0.2,1.0,0.5555555555555556,euclidean_False_9,9,euclidean,nao
0.26666666666666666,1.0,0.6451612903225807,euclidean_False_9,9,euclidean,nao
0.0,0.0,0.0,euclidean_False_9,9,euclidean,nao
0.058823529411764705,0.16666666666666666,0.12195121951219512,euclidean_False_9,9,euclidean,nao
0.13333333333333333,1.0,0.43478260869565216,euclidean_False_9,9,euclidean,nao
0.0625,0.0625,0.0625,euclidean_False_9,9,euclidean,nao
0.5,0.875,0.7608695652173914,euclidean_False_10,10,euclidean,nao
0.36363636363636365,0.2857142857142857,0.2985074626865672,euclidean_False_10,10,euclidean,nao
0.625,0.5,0.5208333333333334,euclidean_False_10,10,euclidean,nao
0.0,0.0,0.0,euclidean_False_10,10,euclidean,nao
0.4,0.75,0.6382978723404255,euclidean_False_10,10,euclidean,nao
0.0,0.0,0.0,euclidean_False_10,10,euclidean,nao
0.0,0.0,0.0,euclidean_False_10,10,euclidean,nao
0.0,0.0,0.0,euclidean_False_10,10,euclidean,nao
0.0,0.0,0.0,euclidean_False_10,10,euclidean,nao
0.09090909090909091,0.25,0.1851851851851852,euclidean_False_10,10,euclidean,nao
0.4666666666666667,0.875,0.7446808510638299,euclidean_False_10,10,euclidean,nao
0.0,0.0,0.0,euclidean_False_10,10,euclidean,nao
0.0,0.0,0.0,euclidean_False_10,10,euclidean,nao
0.18181818181818182,0.16666666666666666,0.16949152542372883,euclidean_False_10,10,euclidean,nao
0.4,1.0,0.7692307692307692,euclidean_False_10,10,euclidean,nao
0.0,0.0,0.0,euclidean_False_10,10,euclidean,nao
0.14285714285714285,0.6666666666666666,0.3846153846153845,euclidean_False_10,10,euclidean,nao
0.0,0.0,0.0,euclidean_False_10,10,euclidean,nao
0.09090909090909091,0.125,0.11627906976744187,euclidean_False_10,10,euclidean,nao
0.2727272727272727,0.13636363636363635,0.15151515151515152,euclidean_False_10,10,euclidean,nao
0.4117647058823529,1.0,0.7777777777777777,euclidean_False_10,10,euclidean,nao
0.058823529411764705,0.3333333333333333,0.1724137931034483,euclidean_False_10,10,euclidean,nao
0.3333333333333333,0.7142857142857143,0.5813953488372093,euclidean_False_10,10,euclidean,nao
0.16666666666666666,1.0,0.5,euclidean_False_10,10,euclidean,nao
0.0,0.0,0.0,euclidean_False_10,10,euclidean,nao
0.4,0.75,0.6382978723404255,euclidean_False_10,10,euclidean,nao
0.16666666666666666,1.0,0.5,euclidean_False_10,10,euclidean,nao
0.0,0.0,0.0,euclidean_False_10,10,euclidean,nao
0.13333333333333333,1.0,0.43478260869565216,euclidean_False_10,10,euclidean,nao
0.0,0.0,0.0,euclidean_False_10,10,euclidean,nao
0.16666666666666666,1.0,0.5,euclidean_False_10,10,euclidean,nao
0.4666666666666667,0.5833333333333334,0.5555555555555556,euclidean_False_10,10,euclidean,nao
0.46153846153846156,0.75,0.6666666666666666,euclidean_False_10,10,euclidean,nao
0.4,0.5,0.47619047619047616,euclidean_False_10,10,euclidean,nao
0.13333333333333333,1.0,0.43478260869565216,euclidean_False_10,10,euclidean,nao
0.3076923076923077,0.4444444444444444,0.40816326530612246,euclidean_False_10,10,euclidean,nao
0.15384615384615385,0.2857142857142857,0.24390243902439024,euclidean_False_10,10,euclidean,nao
0.14285714285714285,0.5,0.3333333333333333,euclidean_False_10,10,euclidean,nao
0.4166666666666667,0.5555555555555556,0.5208333333333334,euclidean_False_10,10,euclidean,nao
0.06666666666666667,1.0,0.2631578947368421,euclidean_False_10,10,euclidean,nao
0.23076923076923078,0.5,0.40540540540540543,euclidean_False_10,10,euclidean,nao
0.8,0.8,0.8,euclidean_False_10,10,euclidean,nao
0.25,0.5714285714285714,0.4545454545454545,euclidean_False_10,10,euclidean,nao
