Módulo,Operação,Tarefa,ID (mapeamento),Projeto,ID_US,DESC_US,Plataforma,ID_Task,DESC_Task,Tipo            ,Mapeado? (SIM ou NAO),Origem
,,,678,NewPCS,#17794,Geração de Build,,,Geração da Build v0.18.0,Tecnica,Nao,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar chamada para tela de inserção,679,NewPCS,#17896,Sale Invoice Management,,#48779,Ajustes no link de NF para descartar PNs não cadastrados,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,680,NewPCS,#17896,Sale Invoice Management,,#48780,Adicionar tela de gerenciamento de NF de venda,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar rota de inserção de dados,681,NewPCS,#17896,Sale Invoice Management,,#48781,Adicionar ação de reimportar NF,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar rota de inserção de dados,682,NewPCS,#17896,Sale Invoice Management,,#48782,Adicionar ação de reprocessar NF,Negocio,Sim,Virtus
,,,683,NewPCS,#15471,Bug fixing & Support,,,Bugfix#14507 - [Balance] Não é possível deletar Portaria que tem balance consolidado,Tecnica,Nao,Virtus
,,,684,NewPCS,#15471,Bug fixing & Support,,,Criação da procedure de criação de dados dummy para o relatório de returned machines,Tecnica,Nao,Virtus
,,,685,NewPCS,#15471,Bug fixing & Support,,,#14547 O sistema não está permitindo reimportar múltiplas notas já processadas ao mesmo tempo,Tecnica,Nao,Virtus
,,,686,NewPCS,#15471,Bug fixing & Support,,,Refatoração no serviço de consolidação geral,Tecnica,Nao,Virtus
,,,687,NewPCS,#15471,Bug fixing & Support,,,Bug fix -13966 - [LOG] A descrição do Log de alteração de um JOB não está sendo exibindo corretamente,Tecnica,Nao,Virtus
,,,688,NewPCS,#15471,Bug fixing & Support,,,BugFix#14024 - [Sales] O Job não está sendo executado corretamente,Tecnica,Nao,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,689,SPGec,#15048,Cadastros gerais,,#39441,Criar coluna variação na tela de equipamentos,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,690,SPGec,#15048,Cadastros gerais,,#39442,Inserir campo Variação no cadastro de equipamentos,Negocio,Sim,Virtus
,,,691,SPGec,#15627,Associação do PN ao cliente e às configurações,,#39444,Criar nova configuração de Clientes,Negocio,Nao,Virtus
Cadastro,Recuperação_de_dados,Criar paginação para listagem,692,SPGec,#15627,Associação do PN ao cliente e às configurações,,#39445,Paginação da tela de Configuração de Clientes,Negocio,Sim,Virtus
Cadastro,Recuperação_de_dados,Criar filtro para listagem,693,SPGec,#15627,Associação do PN ao cliente e às configurações,,#39446,Filtros da tela de Configuração de Clientes,Negocio,Sim,Virtus
Cadastro,Inserir_dados,Criar tela inserção,694,SPGec,#15627,Associação do PN ao cliente e às configurações,,#39447,Criar tela de Configuração de Clientes,Negocio,Sim,Virtus
Cadastro,Atualizar_dados,Criar tela alteração,695,SPGec,#15627,Associação do PN ao cliente e às configurações,,#39956,Editar Configuração de Cliente,Negocio,Sim,Virtus
,,,696,SPGec,#15631,Impressão de etiquetas,,#39448,Definir layout da etiqueta,Negocio,Nao,Virtus
,,,697,SPGec,#15631,Impressão de etiquetas,,#39449,Implementar o script da etiqueta,Negocio,Sim,Virtus
Gerencial,Exportar_relatório_em_PDF,Criar Relatório,698,SPGec,#15631,Impressão de etiquetas,,#39450,Imprimir etiqueta,Negocio,Sim,Virtus
,,,699,SPGec,#15631,Impressão de etiquetas,,#40145,Implementação de código zpl das etiquetas,Negocio,Nao,Virtus
Cadastro,Recuperação_de_dados,Criar tela listagem,700,SPGec,#15632,Estabilização,,#39479,Filtragem por equipamento ,Negocio,Sim,Virtus
,,,701,SPGec,#15632,Estabilização,,#39638,Correções no histórico de insumos,Tecnica,Nao,Virtus
,,,702,SPGec,#15632,Estabilização,,#39717,Estabilização da máquina de estados,Tecnica,Nao,Virtus
,,,703,SPGec,#15632,Estabilização,,#39718,Treinamento para realização de testes para qualidade,Tecnica,Nao,Virtus
,,,704,SPGec,#15632,Estabilização,,#39957,Obter a listagem de equipamentos a partir do backend,Negocio,Sim,Virtus
,,,705,SPGec,#15632,Estabilização,,#40502,Correções nos serviços,Tecnica,Nao,Virtus
Cadastro,Recuperação_de_dados,,706,RCP,#2490,Consultar produtos finais,Web,,,Negocio,Sim,
Cadastro,Recuperação_de_dados,,707,RCP,#3392,Exibir detalhes de produto final,Web,,,Negocio,Sim,
Cadastro,Recuperação_de_dados,,708,RCP,#2377,Consultar ordens de produção,Web,,,Negocio,Sim,
Cadastro,Recuperação_de_dados,,709,RCP,#3381,Exibir detalhes da ordem de produção,Web,,,Negocio,Sim,
Cadastro,Recuperação_de_dados,,710,RCP,#2383,Consultar BOM (matéria-prima),Web,,,Negocio,Sim,
Cadastro,Recuperação_de_dados,,711,RCP,#3390,Exibir detalhes de BOM,Web,,,Negocio,Sim,
Cadastro,Inserir_dados,,712,SSPI,#2277,Edição de Usuários,Desktop,,,Negocio,Sim,
Cadastro,Inserir_dados,,713,SSPI,#2570,Cadastro das Maquinas,Desktop,,,Negocio,Sim,
Cadastro,Inserir_dados,,714,SSPI,#2589-1,Inclusão dos Tipos de Problemas nas Máquinas,Desktop,,,Negocio,Sim,
Cadastro,Recuperação_de_dados,,715,SSPI,#2589-2,Listagem dos Tipos de Problemas nas Máquinas,Desktop,,,Negocio,Sim,
Cadastro,Atualizar_dados,,716,SSPI,#2589-3,Edição dos Tipos de Problemas nas Máquinas,Desktop,,,Negocio,Sim,
Cadastro,Recuperação_de_dados,,717,SSPI,#2598-1,Listagem dos Tipos de Operações,Desktop,,,Negocio,Sim,
Cadastro,Inserir_dados,,718,SSPI,#2598-2,Inclusão dos Tipos de Operações,Desktop,,,Negocio,Sim,
Cadastro,Atualizar_dados,,719,SSPI,#2598-3,Edição dos Tipos de Operações,Desktop,,,Negocio,Sim,
Cadastro,Inserir_dados,,720,RCP,#2831,Registrar separação de BOM (matéria prima),Web,,,Negocio,Sim,
Cadastro,Inserir_dados,,721,RCP,#2484,Cadastrar famílias de produto,Web,,,Negocio,Sim,
Cadastro,Atualizar_dados,,722,RCP,#2485,Alterar famílias de produto,Web,,,Negocio,Sim,
Cadastro,Recuperação_de_dados,,723,RCP,#2486,Listar famílias de produto,Web,,,Negocio,Sim,
Cadastro,Inserir_dados,,724,RCP,#4464,Registrar separação de BOM (matéria prima) Parte II,Web,,,Negocio,Sim,
Cadastro,Inserir_dados,,725,RCP,#2389,Registrar produção de produto final,Web,,,Negocio,Sim,
,,,726,RCP,#4664,Importar produtos de um arquivo CSV,Web,,,,Nao,
,,,727,RCP,#4665,Importar ordens de produção de um arquivo CSV,Web,,,,Nao,
,,,728,RCP,#4666,Importar BOM de um arquivo CSV,Web,,,,Nao,
Cadastro,Inserir_dados,,729,RCP,#4670,Registrar entrega de BOM (matéria-prima) Parte II,Web,,,Negocio,Sim,
,,,730,RCP,#4673,Importar família de produtos de um arquivo CSV,Web,,,,Nao,
Cadastro,Inserir_dados,,731,RCP,#4825,Entrega no retrabalho,Web,,,Negocio,Sim,
Cadastro,Inserir_dados,,732,RCP,#4824,Movimentar para descarte de produto,Web,,,Negocio,Sim,
Cadastro,Inserir_dados,,733,RCP,#4823,Entrega na Expedição,Web,,,Negocio,Sim,
Cadastro,Inserir_dados,,734,RCP,#4822,Liberação de Produto para QoC,Web,,,Negocio,Sim,
Cadastro,Inserir_dados,,735,RCP,#4703,Partes rastreáveis por Produto,Web,,,Negocio,Sim,
Autenticação,Fazer_login_com_usuário_e_senha,,736,SSPI,#2278,LOGIN app DESKTOP,Desktop,,,Negocio,Sim,
Autenticação,Fazer_login_com_usuário_e_senha,,737,SSPI,#2279,LOGOUT,Desktop,,,Negocio,Sim,
Cadastro,Inserir_dados,,738,SSPI,#2276,Inclusão de Usuários,Desktop,,,Negocio,Sim,
Cadastro,Recuperação_de_dados,,739,SSPI,#2275,Listagem Básica de Usuários,Desktop,,,Negocio,Sim,
Cadastro,Recuperação_de_dados,,740,SSPI,#2252,Visualização de Planejamento Básico da Produção,Desktop,,,Negocio,Sim,
Cadastro,Remover_dados,,741,SSPI,#2589-4,Edição dos Tipos de Problemas nas Máquinas,Desktop,,,Negocio,Sim,
Cadastro,Remover_dados,,742,SSPI,#2598-3,Edição dos Tipos de Operações,Desktop,,,Negocio,Sim,
Cadastro,Recuperação_de_dados,,743,VRE,#1804,"Android - Como usuário assistente, eu gostaria de ver o conteúdo do exame transmitido por um médico assistido.",Mobile,,,Negocio,Sim,
Cadastro,Recuperação_de_dados,,744,VRE,#1806,"iOS - Como usuário assistente, eu gostaria de ver o conteúdo do exame transmitido por um médico assistido.",Mobile,,,Negocio,Sim,
Cadastro,Recuperação_de_dados,,745,VRE,#1809,"Web - Como usuário assistente, eu gostaria de ver o conteúdo do exame transmitido por um médico assistido.",Web,,,Negocio,Sim,
,,,746,VRE,#1814,Android - Como médico assistente ou assistido eu gostaria de conversar em grupo com outros usuários,Mobile,,,Negocio,Nao,
Autenticação,Fazer_login_com_usuário_e_senha,,747,VRE,#1815,Android - Como usuário eu preciso me autenticar para visualizar um exame.,Mobile,,,Negocio,Sim,
,,,748,VRE,#1816,iOS - Como médico assistente ou assistido eu gostaria de conversar em grupo com outros usuários,Mobile,,,Negocio,Nao,
Autenticação,Fazer_login_com_usuário_e_senha,,749,VRE,#1817,iOS - Como usuário eu preciso me autenticar para visualizar um exame.,Mobile,,,Negocio,Sim,
Autenticação,Fazer_login_com_usuário_e_senha,,750,VRE,#1818,Web - Como usuário eu preciso me autenticar para visualizar um exame.,Web,,,Negocio,Sim,
,,,751,VRE,#1819,Web - Como médico assistente ou assistido eu gostaria de conversar em grupo com outros usuários,Web,,,Negocio,Nao,
Cadastro,Recuperação_de_dados,,752,Event Driven System for Business Services Integration,#242-1,CRUD de Categoria Loja - Listagem,Web,,,Negocio,Sim,
Cadastro,Inserir_dados,,,Event Driven System for Business Services Integration,#242-2,CRUD de Categoria Loja - Criação,Web,,,Negocio,Sim,
Cadastro,Atualizar_dados,,,Event Driven System for Business Services Integration,#242-3,CRUD de Categoria Loja - Atualização,Web,,,Negocio,Sim,
Cadastro,Remover_dados,,,Event Driven System for Business Services Integration,#242-4,CRUD de Categoria Loja - Remoção,Web,,,Negocio,Sim,
Cadastro,Atualizar_dados,,,Event Driven System for Business Services Integration,#243,Ativação e desativação de Categoria Loja,Web,,,Negocio,Sim,
Cadastro,Recuperação_de_dados,,,Event Driven System for Business Services Integration,#253-1,CRUD de Filial - Listagem,Web,,,Negocio,Sim,
Cadastro,Inserir_dados,,,Event Driven System for Business Services Integration,#253-2,CRUD de Filial - Criação,Web,,,Negocio,Sim,
Cadastro,Atualizar_dados,,,Event Driven System for Business Services Integration,#253-3,CRUD de Filial - Atualização,Web,,,Negocio,Sim,
Cadastro,Remover_dados,,,Event Driven System for Business Services Integration,#253-4,CRUD de Filial - Remoção,Web,,,Negocio,Sim,
Cadastro,Recuperação_de_dados,,,Event Driven System for Business Services Integration,#273,Products listing,Web,,,Negocio,Sim,
Cadastro,Atualizar_dados,,,Event Driven System for Business Services Integration,#274,Product activation,Web,,,Negocio,Sim,
Gerencial,Exportar_relatório_em_XLS,,,Event Driven System for Business Services Integration,#282,Carregamento de produto oriundo do BCA por planilha,Web,,,Negocio,Sim,
Cadastro,Atualizar_dados,,,Event Driven System for Business Services Integration,#292,Product deactivation,Web,,,Negocio,Sim,
,,,,Event Driven System for Business Services Integration,#3908,[front] Mostrar barra de progresso  na importação de produto filho,Web,,,Tecnica,Nao,Virtus
Cadastro,Inserir_dados,,,TVD II,#1611,Cadastro de usuários,Web,,,Negocio,Sim,
Cadastro,Atualizar_dados,,,TVD II,#1610,Inativar usuários,Web,,,Negocio,,
Cadastro,Recuperação_de_dados,,,TVD II,#1610-2,Listar usuários,Web,,,,,
Cadastro,Atualizar_dados,,,TVD II,#1610-3,Editar usuários,Web,,,,,
Cadastro,Recuperação_de_dados,,,TVD II,#1612,Pesquisa de usuários,Web,,,,,
Autenticação,Fazer_login_com_usuário_e_senha,,,TVD II,#1594,Login no sistema,Web,,,,,
Cadastro,Inserir_dados,,,TVD II,#1604,Criar dispositivo,Web,,,,,
Cadastro,Recuperação_de_dados,,,TVD II,#1602,Listar dispositivo,Web,,,,,
Cadastro,Remover_dados,,,TVD II,#1602-2,Excluir dispositivo,Web,,,,,
Cadastro,Atualizar_dados,,,TVD II,#1602-3,Editar dispositivo,Web,,,,,
Cadastro,Recuperação_de_dados,,,TVD II,#1603,Pesquisar dispositivo,Web,,,,,
Cadastro,Recuperação_de_dados,,,TVD II,#1613-1,Criar itens de avaliação,Web,,,,,
Cadastro,Remover_dados,,,TVD II,#1613-2,Deletar itens de avaliação,Web,,,,,
Cadastro,Recuperação_de_dados,,,TVD II,#1614,Listar itens de avaliação,Web,,,,,
Cadastro,Inserir_dados,,,TVD II,#1615,Criar métricas de avaliação,Web,,,,,
Cadastro,Recuperação_de_dados,,,TVD II,#1617,Busca de relatórios,Web,,,,,
Gerencial,Exportar_relatório_em_PDF,,,TVD II,#1619,Visualizar relatórios,Web,,,,,
Cadastro,Recuperação_de_dados,,,TVD II,#1618,Filtros do sistema,Web,,,,,
Gerencial,Exportar_relatório_em_PDF,,,TVD II,#1620,Download de relatórios,Web,,,,,
Cadastro,Atualizar_dados,,,TVD II,#1627,Editar usuários,Mobile,,,,,
Cadastro,Recuperação_de_dados,,,TVD II,#1626,Pesquisar usuários,Mobile,,,,,
Cadastro,Inserir_dados,,,TVD II,#1629,Criar usuários,Mobile,,,,,
Cadastro,Atualizar_dados,,,TVD II,#1628,Inativar usuários,Mobile,,,,,
Cadastro,Inserir_dados,,,TVD II,#1532-1,Cadastrar testes,Mobile,,,,,
Cadastro,Recuperação_de_dados,,,TVD II,#1532-2,Pesquisar testes,Mobile,,,,,
Cadastro,Atualizar_dados,,,TVD II,#1532-3,Editar tipos de teste,Mobile,,,,,
Cadastro,Atualizar_dados,,,TVD II,#1532-4,Inativar testes,Mobile,,,,,
Cadastro,Recuperação_de_dados,,,TVD II,#1532-5,Listar testes,Mobile,,,,,
Autenticação,Fazer_login_com_usuário_e_senha,,,TVD II,#1577,Login,Mobile,,,,,
,,,,TVD II,#1578,Logout,Mobile,,,,,
Cadastro,Recuperação_de_dados,,,TVD II,#1564,Listagem de dispositivos,Mobile,,,,,
Cadastro,Recuperação_de_dados,,,TVD II,#1626-2,Listar usuários,Mobile,,,,,
