Precision,Recall,FMeasure,Configuracao
1.0,1.0,1.6,cosine_False_1
1.0,1.0,1.6,cosine_False_1
1.0,0.7142857142857143,1.2121212121212122,cosine_False_1
1.0,1.0,1.6,cosine_False_1
0.75,0.8571428571428571,1.3333333333333333,cosine_False_1
1.0,1.0,1.6,cosine_False_1
0.8,0.6666666666666666,1.103448275862069,cosine_False_1
1.0,1.0,1.6,cosine_False_1
1.0,1.0,1.6,cosine_False_1
1.0,0.7142857142857143,1.2121212121212122,cosine_False_1
0.6,1.0,1.411764705882353,cosine_False_1
1.0,1.0,1.6,cosine_False_1
1.0,1.0,1.6,cosine_False_1
1.0,0.7142857142857143,1.2121212121212122,cosine_False_1
1.0,1.0,1.6,cosine_False_1
1.0,0.8888888888888888,1.4545454545454544,cosine_False_1
1.0,0.625,1.0810810810810811,cosine_False_1
0.8888888888888888,1.0,1.5609756097560976,cosine_False_1
1.0,0.625,1.0810810810810811,cosine_False_1
0.875,1.0,1.5555555555555556,cosine_False_1
0.5555555555555556,1.0,1.3793103448275863,cosine_False_1
0.75,0.8571428571428571,1.3333333333333333,cosine_False_1
1.0,0.625,1.0810810810810811,cosine_False_1
1.0,0.6,1.0434782608695652,cosine_False_1
1.0,0.9,1.4693877551020407,cosine_False_1
0.75,0.75,1.2,cosine_False_1
1.0,0.6,1.0434782608695652,cosine_False_1
1.0,0.625,1.0810810810810811,cosine_False_1
1.0,0.9,1.4693877551020407,cosine_False_1
1.0,0.6,1.0434782608695652,cosine_False_1
1.0,1.0,1.6,cosine_False_1
0.7777777777777778,1.0,1.5135135135135136,cosine_False_1
0.75,0.75,1.2,cosine_False_1
1.0,0.625,1.0810810810810811,cosine_False_1
1.0,0.6,1.0434782608695652,cosine_False_1
0.4444444444444444,0.8,1.1034482758620692,cosine_False_1
0.0,0.0,0.0,cosine_False_1
1.0,1.0,1.6,cosine_False_1
0.3333333333333333,1.0,1.142857142857143,cosine_False_1
0.5,0.8,1.142857142857143,cosine_False_1
0.6,0.6,0.96,cosine_False_1
0.0,0.0,0.0,cosine_False_1
0.0,0.0,0.0,cosine_False_1
0.2,1.0,0.888888888888889,cosine_False_1
0.6,0.6,0.96,cosine_False_1
0.0,0.0,0.0,cosine_False_1
0.2,1.0,0.888888888888889,cosine_False_1
0.0,0.0,0.0,cosine_False_1
0.0,0.0,0.0,cosine_False_1
0.0,0.0,0.0,cosine_False_1
1.0,1.0,1.6,cosine_False_1
0.25,0.3333333333333333,0.5,cosine_False_1
0.0,0.0,0.0,cosine_False_1
0.125,0.5,0.5,cosine_False_1
0.125,1.0,0.6666666666666666,cosine_False_1
0.0,0.0,0.0,cosine_False_1
0.125,0.3333333333333333,0.4,cosine_False_1
0.0,0.0,0.0,cosine_False_1
0.0,0.0,0.0,cosine_False_1
0.0,0.0,0.0,cosine_False_1
0.0,0.0,0.0,cosine_False_1
0.0,0.0,0.0,cosine_False_1
0.125,0.16666666666666666,0.25,cosine_False_1
0.0,0.0,0.0,cosine_False_1
0.0,0.0,0.0,cosine_False_1
0.42857142857142855,0.375,0.6153846153846153,cosine_False_2
0.375,0.21428571428571427,0.375,cosine_False_2
0.7142857142857143,0.5,0.851063829787234,cosine_False_2
0.6,0.6,0.96,cosine_False_2
0.8571428571428571,0.75,1.2307692307692306,cosine_False_2
0.25,0.5,0.6666666666666666,cosine_False_2
0.2,1.0,0.888888888888889,cosine_False_2
0.125,0.3333333333333333,0.4,cosine_False_2
0.6,0.6,0.96,cosine_False_2
0.25,0.5,0.6666666666666666,cosine_False_2
1.0,0.875,1.435897435897436,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.6,0.5,0.8275862068965517,cosine_False_2
0.5,0.3333333333333333,0.5714285714285714,cosine_False_2
0.8571428571428571,1.0,1.5483870967741933,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.2857142857142857,0.6666666666666666,0.8421052631578948,cosine_False_2
0.6,0.375,0.6486486486486486,cosine_False_2
0.0,0.0,0.0,cosine_False_2
1.0,0.09090909090909091,0.17777777777777778,cosine_False_2
0.7,1.0,1.4736842105263157,cosine_False_2
0.1,0.3333333333333333,0.3636363636363636,cosine_False_2
0.3333333333333333,0.42857142857142855,0.6486486486486486,cosine_False_2
0.2,1.0,0.888888888888889,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.4444444444444444,0.5,0.7804878048780488,cosine_False_2
0.2,1.0,0.888888888888889,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.2222222222222222,1.0,0.9411764705882353,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.2,1.0,0.888888888888889,cosine_False_2
0.625,0.4166666666666667,0.7142857142857144,cosine_False_2
0.8571428571428571,0.75,1.2307692307692306,cosine_False_2
0.625,0.4166666666666667,0.7142857142857144,cosine_False_2
0.25,1.0,1.0,cosine_False_2
0.5714285714285714,0.4444444444444444,0.7441860465116279,cosine_False_2
0.2857142857142857,0.2857142857142857,0.4571428571428572,cosine_False_2
0.125,0.25,0.3333333333333333,cosine_False_2
0.5,0.1111111111111111,0.21052631578947367,cosine_False_2
0.1111111111111111,1.0,0.6153846153846153,cosine_False_2
1.0,0.3333333333333333,0.6153846153846154,cosine_False_2
1.0,0.2,0.38095238095238093,cosine_False_2
0.2,0.2857142857142857,0.4210526315789473,cosine_False_2
0.5,0.14285714285714285,0.26666666666666666,cosine_False_2
0.3333333333333333,0.375,0.5853658536585367,cosine_False_2
0.1,0.3333333333333333,0.3636363636363636,cosine_False_2
1.0,0.25,0.47058823529411764,cosine_False_2
0.4,0.5,0.7619047619047619,cosine_False_2
0.4444444444444444,0.36363636363636365,0.6037735849056604,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.0,0.0,0.0,cosine_False_2
1.0,0.5,0.8888888888888888,cosine_False_2
1.0,0.16666666666666666,0.31999999999999995,cosine_False_2
0.3333333333333333,0.5,0.7272727272727273,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.75,0.75,1.2,cosine_False_2
0.5,0.5,0.8,cosine_False_2
0.6666666666666666,0.6666666666666666,1.0666666666666667,cosine_False_2
0.3333333333333333,0.6,0.8275862068965517,cosine_False_2
0.75,0.5454545454545454,0.923076923076923,cosine_False_2
0.125,0.125,0.2,cosine_False_2
0.375,0.3333333333333333,0.5454545454545455,cosine_False_2
0.2,0.16666666666666666,0.27586206896551724,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.1,0.1111111111111111,0.1739130434782609,cosine_False_2
0.4,0.2857142857142857,0.48484848484848486,cosine_False_2
0.5714285714285714,0.4,0.6808510638297872,cosine_False_2
0.4444444444444444,0.5,0.7804878048780488,cosine_False_2
0.2222222222222222,0.25,0.3902439024390244,cosine_False_2
0.42857142857142855,0.5,0.7741935483870966,cosine_False_2
0.6,0.75,1.1428571428571428,cosine_False_2
0.4444444444444444,0.36363636363636365,0.6037735849056604,cosine_False_2
0.7142857142857143,0.625,1.0256410256410258,cosine_False_2
1.0,0.12,0.23300970873786406,cosine_False_2
0.7142857142857143,0.4166666666666667,0.7272727272727273,cosine_False_2
0.625,0.625,1.0,cosine_False_2
0.1,0.14285714285714285,0.21052631578947364,cosine_False_2
0.2857142857142857,1.0,1.0666666666666667,cosine_False_2
0.1111111111111111,0.3333333333333333,0.380952380952381,cosine_False_2
0.42857142857142855,0.5,0.7741935483870966,cosine_False_2
0.42857142857142855,1.0,1.263157894736842,cosine_False_2
0.1111111111111111,0.5,0.47058823529411764,cosine_False_2
0.125,0.5,0.5,cosine_False_2
0.2,1.0,0.888888888888889,cosine_False_2
0.4166666666666667,0.5555555555555556,0.8333333333333334,cosine_False_2
0.5,0.8,1.142857142857143,cosine_False_2
1.0,0.2857142857142857,0.5333333333333333,cosine_False_2
1.0,1.0,1.6,cosine_False_2
0.6666666666666666,1.0,1.4545454545454546,cosine_False_2
0.6666666666666666,0.5,0.8421052631578947,cosine_False_2
0.5,0.8,1.142857142857143,cosine_False_2
1.0,1.0,1.6,cosine_False_2
0.8,0.4444444444444444,0.7804878048780487,cosine_False_2
0.75,1.0,1.5,cosine_False_2
0.375,0.6,0.857142857142857,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.1,0.3333333333333333,0.3636363636363636,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.1,0.5,0.4444444444444445,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.5,0.6666666666666666,1.0,cosine_False_2
1.0,1.0,1.6,cosine_False_2
0.8888888888888888,1.0,1.5609756097560976,cosine_False_2
0.1111111111111111,0.2,0.2758620689655173,cosine_False_2
1.0,0.6,1.0434782608695652,cosine_False_2
0.16666666666666666,1.0,0.8,cosine_False_2
1.0,1.0,1.6,cosine_False_2
0.75,0.8571428571428571,1.3333333333333333,cosine_False_2
0.7142857142857143,0.8333333333333334,1.2903225806451613,cosine_False_2
1.0,1.0,1.6,cosine_False_2
0.8571428571428571,0.8571428571428571,1.3714285714285714,cosine_False_2
0.5555555555555556,0.7142857142857143,1.0810810810810811,cosine_False_2
0.6666666666666666,1.0,1.4545454545454546,cosine_False_2
0.75,0.8571428571428571,1.3333333333333333,cosine_False_2
1.0,1.0,1.6,cosine_False_2
0.6666666666666666,1.0,1.4545454545454546,cosine_False_2
0.8571428571428571,0.8571428571428571,1.3714285714285714,cosine_False_2
0.6666666666666666,1.0,1.4545454545454546,cosine_False_2
0.75,0.8571428571428571,1.3333333333333333,cosine_False_2
0.6666666666666666,1.0,1.4545454545454546,cosine_False_2
0.7142857142857143,0.8333333333333334,1.2903225806451613,cosine_False_2
1.0,1.0,1.6,cosine_False_2
1.0,1.0,1.6,cosine_False_2
1.0,1.0,1.6,cosine_False_2
0.6,1.0,1.411764705882353,cosine_False_2
1.0,1.0,1.6,cosine_False_2
0.8,1.0,1.5238095238095237,cosine_False_2
1.0,1.0,1.6,cosine_False_2
1.0,1.0,1.6,cosine_False_2
0.8,0.8888888888888888,1.3913043478260871,cosine_False_2
1.0,0.875,1.435897435897436,cosine_False_2
0.8888888888888888,1.0,1.5609756097560976,cosine_False_2
1.0,0.875,1.435897435897436,cosine_False_2
0.7,1.0,1.4736842105263157,cosine_False_2
0.5555555555555556,1.0,1.3793103448275863,cosine_False_2
0.6,0.8571428571428571,1.263157894736842,cosine_False_2
1.0,0.875,1.435897435897436,cosine_False_2
1.0,1.0,1.6,cosine_False_2
1.0,0.9,1.4693877551020407,cosine_False_2
0.8,1.0,1.5238095238095237,cosine_False_2
1.0,1.0,1.6,cosine_False_2
1.0,0.875,1.435897435897436,cosine_False_2
1.0,0.9,1.4693877551020407,cosine_False_2
1.0,0.6,1.0434782608695652,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.7777777777777778,1.0,1.5135135135135136,cosine_False_2
0.75,0.75,1.2,cosine_False_2
1.0,0.875,1.435897435897436,cosine_False_2
1.0,1.0,1.6,cosine_False_2
0.4444444444444444,0.8,1.1034482758620692,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.4444444444444444,0.8,1.1034482758620692,cosine_False_2
0.6666666666666666,0.8,1.2307692307692306,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.14285714285714285,1.0,0.7272727272727273,cosine_False_2
0.6666666666666666,0.8,1.2307692307692306,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.16666666666666666,1.0,0.8,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.2222222222222222,0.3333333333333333,0.48484848484848486,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.1111111111111111,0.5,0.47058823529411764,cosine_False_2
0.1,1.0,0.5714285714285715,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.1,0.3333333333333333,0.3636363636363636,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.1111111111111111,0.16666666666666666,0.24242424242424243,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.0,0.0,0.0,cosine_False_2
0.5,0.5,0.8,cosine_False_3
0.375,0.21428571428571427,0.375,cosine_False_3
0.625,0.5,0.8333333333333334,cosine_False_3
0.6,0.6,0.96,cosine_False_3
0.6,0.75,1.1428571428571428,cosine_False_3
0.25,0.5,0.6666666666666666,cosine_False_3
0.2,1.0,0.888888888888889,cosine_False_3
0.125,0.3333333333333333,0.4,cosine_False_3
0.6,0.6,0.96,cosine_False_3
0.25,0.5,0.6666666666666666,cosine_False_3
0.7,0.875,1.3333333333333333,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.6,0.5,0.8275862068965517,cosine_False_3
0.5,0.3333333333333333,0.5714285714285714,cosine_False_3
0.6,1.0,1.411764705882353,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.25,0.6666666666666666,0.8,cosine_False_3
0.6,0.375,0.6486486486486486,cosine_False_3
0.0,0.0,0.0,cosine_False_3
1.0,0.13636363636363635,0.2637362637362637,cosine_False_3
0.7,1.0,1.4736842105263157,cosine_False_3
0.1,0.3333333333333333,0.3636363636363636,cosine_False_3
0.3333333333333333,0.42857142857142855,0.6486486486486486,cosine_False_3
0.2,1.0,0.888888888888889,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.4444444444444444,0.5,0.7804878048780488,cosine_False_3
0.2,1.0,0.888888888888889,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.2222222222222222,1.0,0.9411764705882353,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.2,1.0,0.888888888888889,cosine_False_3
0.625,0.4166666666666667,0.7142857142857144,cosine_False_3
0.75,0.75,1.2,cosine_False_3
0.38461538461538464,0.4166666666666667,0.6557377049180327,cosine_False_3
0.15384615384615385,1.0,0.761904761904762,cosine_False_3
0.625,0.5555555555555556,0.9090909090909092,cosine_False_3
0.375,0.42857142857142855,0.6666666666666666,cosine_False_3
0.125,0.25,0.3333333333333333,cosine_False_3
0.4,0.2222222222222222,0.39024390243902435,cosine_False_3
0.08333333333333333,1.0,0.5,cosine_False_3
0.6666666666666666,0.3333333333333333,0.5925925925925926,cosine_False_3
1.0,0.2,0.38095238095238093,cosine_False_3
0.2,0.2857142857142857,0.4210526315789473,cosine_False_3
0.3333333333333333,0.14285714285714285,0.25806451612903225,cosine_False_3
0.3333333333333333,0.5,0.7272727272727273,cosine_False_3
0.1,0.3333333333333333,0.3636363636363636,cosine_False_3
1.0,0.375,0.6857142857142857,cosine_False_3
0.4,0.5,0.7619047619047619,cosine_False_3
0.5,0.5454545454545454,0.8571428571428571,cosine_False_3
0.3333333333333333,0.125,0.22857142857142856,cosine_False_3
0.0,0.0,0.0,cosine_False_3
1.0,0.5,0.8888888888888888,cosine_False_3
1.0,0.25,0.47058823529411764,cosine_False_3
0.3333333333333333,0.6666666666666666,0.8888888888888888,cosine_False_3
0.3333333333333333,0.1,0.18604651162790697,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.6666666666666666,0.75,1.1707317073170733,cosine_False_3
0.4444444444444444,0.5,0.7804878048780488,cosine_False_3
0.42857142857142855,0.6666666666666666,0.96,cosine_False_3
0.21428571428571427,0.6,0.7058823529411764,cosine_False_3
0.6666666666666666,0.5454545454545454,0.9056603773584905,cosine_False_3
0.125,0.125,0.2,cosine_False_3
0.3333333333333333,0.3333333333333333,0.5333333333333333,cosine_False_3
0.2,0.16666666666666666,0.27586206896551724,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.1,0.1111111111111111,0.1739130434782609,cosine_False_3
0.5714285714285714,0.5714285714285714,0.9142857142857144,cosine_False_3
0.4444444444444444,0.4,0.653061224489796,cosine_False_3
0.3076923076923077,0.5,0.7111111111111111,cosine_False_3
0.15384615384615385,0.25,0.35555555555555557,cosine_False_3
0.3333333333333333,0.5,0.7272727272727273,cosine_False_3
0.42857142857142855,0.75,1.043478260869565,cosine_False_3
0.4444444444444444,0.36363636363636365,0.6037735849056604,cosine_False_3
0.7142857142857143,0.625,1.0256410256410258,cosine_False_3
0.75,0.12,0.23076923076923075,cosine_False_3
0.7142857142857143,0.4166666666666667,0.7272727272727273,cosine_False_3
0.625,0.625,1.0,cosine_False_3
0.1,0.14285714285714285,0.21052631578947364,cosine_False_3
0.2857142857142857,1.0,1.0666666666666667,cosine_False_3
0.09090909090909091,0.3333333333333333,0.34782608695652173,cosine_False_3
0.42857142857142855,0.5,0.7741935483870966,cosine_False_3
0.42857142857142855,1.0,1.263157894736842,cosine_False_3
0.1111111111111111,0.5,0.47058823529411764,cosine_False_3
0.125,0.5,0.5,cosine_False_3
0.2,1.0,0.888888888888889,cosine_False_3
0.4166666666666667,0.5555555555555556,0.8333333333333334,cosine_False_3
0.4444444444444444,0.8,1.1034482758620692,cosine_False_3
1.0,0.42857142857142855,0.7741935483870966,cosine_False_3
1.0,1.0,1.6,cosine_False_3
0.5,1.0,1.3333333333333333,cosine_False_3
0.5555555555555556,0.625,0.975609756097561,cosine_False_3
0.4166666666666667,1.0,1.25,cosine_False_3
1.0,1.0,1.6,cosine_False_3
0.5714285714285714,0.4444444444444444,0.7441860465116279,cosine_False_3
0.5454545454545454,1.0,1.3714285714285714,cosine_False_3
0.3333333333333333,0.8,1.0,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.1,0.3333333333333333,0.3636363636363636,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.08333333333333333,0.5,0.4,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.5,0.6666666666666666,1.0,cosine_False_3
1.0,1.0,1.6,cosine_False_3
0.8888888888888888,1.0,1.5609756097560976,cosine_False_3
0.08333333333333333,0.2,0.25,cosine_False_3
0.75,0.6,0.9999999999999999,cosine_False_3
0.14285714285714285,1.0,0.7272727272727273,cosine_False_3
1.0,1.0,1.6,cosine_False_3
0.75,0.8571428571428571,1.3333333333333333,cosine_False_3
0.75,1.0,1.5,cosine_False_3
1.0,1.0,1.6,cosine_False_3
0.875,1.0,1.5555555555555556,cosine_False_3
0.5,0.7142857142857143,1.0526315789473684,cosine_False_3
0.6666666666666666,1.0,1.4545454545454546,cosine_False_3
0.75,0.8571428571428571,1.3333333333333333,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.6666666666666666,1.0,1.4545454545454546,cosine_False_3
0.875,1.0,1.5555555555555556,cosine_False_3
0.6666666666666666,1.0,1.4545454545454546,cosine_False_3
0.75,0.8571428571428571,1.3333333333333333,cosine_False_3
0.6666666666666666,1.0,1.4545454545454546,cosine_False_3
0.75,1.0,1.5,cosine_False_3
1.0,1.0,1.6,cosine_False_3
1.0,1.0,1.6,cosine_False_3
0.875,1.0,1.5555555555555556,cosine_False_3
0.6,1.0,1.411764705882353,cosine_False_3
1.0,1.0,1.6,cosine_False_3
0.6666666666666666,1.0,1.4545454545454546,cosine_False_3
0.875,1.0,1.5555555555555556,cosine_False_3
1.0,1.0,1.6,cosine_False_3
0.6666666666666666,0.8888888888888888,1.3333333333333333,cosine_False_3
1.0,1.0,1.6,cosine_False_3
0.8888888888888888,1.0,1.5609756097560976,cosine_False_3
1.0,1.0,1.6,cosine_False_3
0.5833333333333334,1.0,1.4000000000000001,cosine_False_3
0.5555555555555556,1.0,1.3793103448275863,cosine_False_3
0.6,0.8571428571428571,1.263157894736842,cosine_False_3
1.0,1.0,1.6,cosine_False_3
1.0,1.0,1.6,cosine_False_3
1.0,0.9,1.4693877551020407,cosine_False_3
0.6666666666666666,1.0,1.4545454545454546,cosine_False_3
1.0,1.0,1.6,cosine_False_3
1.0,1.0,1.6,cosine_False_3
1.0,0.9,1.4693877551020407,cosine_False_3
0.75,0.6,0.9999999999999999,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.7777777777777778,1.0,1.5135135135135136,cosine_False_3
0.75,0.75,1.2,cosine_False_3
1.0,0.875,1.435897435897436,cosine_False_3
1.0,1.0,1.6,cosine_False_3
0.4444444444444444,0.8,1.1034482758620692,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.3333333333333333,0.8,1.0,cosine_False_3
0.5714285714285714,0.8,1.1851851851851853,cosine_False_3
0.3333333333333333,0.3333333333333333,0.5333333333333333,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.125,1.0,0.6666666666666666,cosine_False_3
0.5714285714285714,0.8,1.1851851851851853,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.14285714285714285,1.0,0.7272727272727273,cosine_False_3
0.2,1.0,0.888888888888889,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.0,0.0,0.0,cosine_False_3
0.16666666666666666,0.3333333333333333,0.4444444444444444,cosine_False_3
0.3333333333333333,0.25,0.42105263157894735,cosine_False_3
0.08333333333333333,0.5,0.4,cosine_False_3
0.1,1.0,0.5714285714285715,cosine_False_3
0.0,0.0,0.0,cosine_False_3
