ID,Precision,Recall,FMeasure,Configuracao,K,Algoritmo,Heuristica
6,0.25,0.5,0.5294117647058824,cosine_False_2,2,cosine,nao
7,0.2,1.0,0.6206896551724138,cosine_False_2,2,cosine,nao
8,125,0.3333333333333333,0.3050847457627119,cosine_False_2,2,cosine,nao
9,0.6,0.6,0.8307692307692308,cosine_False_2,2,cosine,nao
10,0.25,0.5,0.5294117647058824,cosine_False_2,2,cosine,nao
11,1.0,875,1.26,cosine_False_2,2,cosine,nao
12,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
13,0.6,0.5,0.7297297297297297,cosine_False_2,2,cosine,nao
14,0.5,0.3333333333333333,0.5142857142857143,cosine_False_2,2,cosine,nao
15,0.8571428571428571,1.0,1.3170731707317074,cosine_False_2,2,cosine,nao
16,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
17,0.2857142857142857,0.6666666666666666,0.6545454545454545,cosine_False_2,2,cosine,nao
18,0.6,375,0.5869565217391305,cosine_False_2,2,cosine,nao
19,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
20,1.0,0.09090909090909091,0.17475728155339806,cosine_False_2,2,cosine,nao
21,0.7,1.0,1.2233009708737863,cosine_False_2,2,cosine,nao
22,0.1,0.3333333333333333,0.26865671641791045,cosine_False_2,2,cosine,nao
23,0.3333333333333333,0.42857142857142855,0.5454545454545454,cosine_False_2,2,cosine,nao
24,0.2,1.0,0.6206896551724138,cosine_False_2,2,cosine,nao
25,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
26,0.4444444444444444,0.5,0.6666666666666666,cosine_False_2,2,cosine,nao
27,0.2,1.0,0.6206896551724138,cosine_False_2,2,cosine,nao
28,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
29,0.2222222222222222,1.0,0.6666666666666666,cosine_False_2,2,cosine,nao
30,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
31,0.2,1.0,0.6206896551724138,cosine_False_2,2,cosine,nao
32,625,0.4166666666666667,0.6428571428571428,cosine_False_2,2,cosine,nao
33,0.8571428571428571,0.75,1.0799999999999998,cosine_False_2,2,cosine,nao
34,625,0.4166666666666667,0.6428571428571428,cosine_False_2,2,cosine,nao
35,0.25,1.0,0.72,cosine_False_2,2,cosine,nao
36,0.5714285714285714,0.4444444444444444,0.6605504587155963,cosine_False_2,2,cosine,nao
37,0.2857142857142857,0.2857142857142857,0.3956043956043956,cosine_False_2,2,cosine,nao
38,125,0.25,0.2647058823529412,cosine_False_2,2,cosine,nao
39,0.5,0.1111111111111111,0.20224719101123595,cosine_False_2,2,cosine,nao
40,0.1111111111111111,1.0,0.4,cosine_False_2,2,cosine,nao
41,1.0,0.3333333333333333,0.5806451612903225,cosine_False_2,2,cosine,nao
42,1.0,0.2,0.36734693877551017,cosine_False_2,2,cosine,nao
43,0.2,0.2857142857142857,0.3495145631067961,cosine_False_2,2,cosine,nao
44,0.5,0.14285714285714285,0.2535211267605634,cosine_False_2,2,cosine,nao
45,0.3333333333333333,375,0.5,cosine_False_2,2,cosine,nao
46,0.1,0.3333333333333333,0.26865671641791045,cosine_False_2,2,cosine,nao
47,1.0,0.25,0.45,cosine_False_2,2,cosine,nao
48,0.4,0.5,0.6428571428571429,cosine_False_2,2,cosine,nao
49,0.4444444444444444,0.36363636363636365,0.5333333333333333,cosine_False_2,2,cosine,nao
50,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
51,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
52,1.0,0.5,0.8181818181818182,cosine_False_2,2,cosine,nao
53,1.0,0.16666666666666666,0.3103448275862069,cosine_False_2,2,cosine,nao
54,0.3333333333333333,0.5,0.6,cosine_False_2,2,cosine,nao
55,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
56,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
57,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
58,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
59,0.75,0.75,1.0384615384615385,cosine_False_2,2,cosine,nao
60,0.5,0.5,0.6923076923076923,cosine_False_2,2,cosine,nao
61,0.6666666666666666,0.6666666666666666,0.9230769230769231,cosine_False_2,2,cosine,nao
62,0.3333333333333333,0.6,0.6666666666666665,cosine_False_2,2,cosine,nao
63,0.75,0.5454545454545454,0.8244274809160305,cosine_False_2,2,cosine,nao
64,125,125,0.17307692307692307,cosine_False_2,2,cosine,nao
65,375,0.3333333333333333,0.4778761061946903,cosine_False_2,2,cosine,nao
66,0.2,0.16666666666666666,0.24324324324324323,cosine_False_2,2,cosine,nao
67,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
68,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
69,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
70,0.1,0.1111111111111111,0.14876033057851237,cosine_False_2,2,cosine,nao
71,0.4,0.2857142857142857,0.4337349397590361,cosine_False_2,2,cosine,nao
72,0.5714285714285714,0.4,0.6101694915254238,cosine_False_2,2,cosine,nao
73,0.4444444444444444,0.5,0.6666666666666666,cosine_False_2,2,cosine,nao
74,0.2222222222222222,0.25,0.3333333333333333,cosine_False_2,2,cosine,nao
75,0.42857142857142855,0.5,0.6585365853658537,cosine_False_2,2,cosine,nao
76,0.6,0.75,0.9642857142857144,cosine_False_2,2,cosine,nao
77,0.4444444444444444,0.36363636363636365,0.5333333333333333,cosine_False_2,2,cosine,nao
78,0.7142857142857143,625,0.9,cosine_False_2,2,cosine,nao
79,1.0,0.12,0.22784810126582278,cosine_False_2,2,cosine,nao
80,0.7142857142857143,0.4166666666666667,0.661764705882353,cosine_False_2,2,cosine,nao
81,625,625,0.8653846153846154,cosine_False_2,2,cosine,nao
82,0.1,0.14285714285714285,0.17475728155339804,cosine_False_2,2,cosine,nao
83,0.2857142857142857,1.0,0.7826086956521738,cosine_False_2,2,cosine,nao
84,0.1111111111111111,0.3333333333333333,0.28571428571428575,cosine_False_2,2,cosine,nao
85,0.42857142857142855,0.5,0.6585365853658537,cosine_False_2,2,cosine,nao
86,0.42857142857142855,1.0,0.9818181818181818,cosine_False_2,2,cosine,nao
87,0.1111111111111111,0.5,0.3333333333333333,cosine_False_2,2,cosine,nao
88,125,0.5,0.36,cosine_False_2,2,cosine,nao
89,0.2,1.0,0.6206896551724138,cosine_False_2,2,cosine,nao
90,0.4166666666666667,0.5555555555555556,0.6976744186046512,cosine_False_2,2,cosine,nao
91,0.5,0.8,0.935064935064935,cosine_False_2,2,cosine,nao
92,1.0,0.2857142857142857,0.5070422535211268,cosine_False_2,2,cosine,nao
93,1.0,1.0,1.3846153846153846,cosine_False_2,2,cosine,nao
94,0.6666666666666666,1.0,1.2,cosine_False_2,2,cosine,nao
95,0.6666666666666666,0.5,0.75,cosine_False_2,2,cosine,nao
96,0.5,0.8,0.935064935064935,cosine_False_2,2,cosine,nao
97,1.0,1.0,1.3846153846153846,cosine_False_2,2,cosine,nao
98,0.8,0.4444444444444444,0.7128712871287128,cosine_False_2,2,cosine,nao
99,0.75,1.0,1.255813953488372,cosine_False_2,2,cosine,nao
100,375,0.6,0.7012987012987012,cosine_False_2,2,cosine,nao
101,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
102,0.1,0.3333333333333333,0.26865671641791045,cosine_False_2,2,cosine,nao
103,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
104,0.1,0.5,0.3103448275862069,cosine_False_2,2,cosine,nao
105,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
106,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
107,0.5,0.6666666666666666,0.8372093023255814,cosine_False_2,2,cosine,nao
108,1.0,1.0,1.3846153846153846,cosine_False_2,2,cosine,nao
109,0.8888888888888888,1.0,1.3333333333333333,cosine_False_2,2,cosine,nao
110,0.1111111111111111,0.2,0.22222222222222224,cosine_False_2,2,cosine,nao
111,1.0,0.6,0.9473684210526314,cosine_False_2,2,cosine,nao
112,0.16666666666666666,1.0,0.5454545454545454,cosine_False_2,2,cosine,nao
113,1.0,1.0,1.3846153846153846,cosine_False_2,2,cosine,nao
114,0.75,0.8571428571428571,1.1368421052631579,cosine_False_2,2,cosine,nao
115,0.7142857142857143,0.8333333333333334,1.0975609756097562,cosine_False_2,2,cosine,nao
116,1.0,1.0,1.3846153846153846,cosine_False_2,2,cosine,nao
117,0.8571428571428571,0.8571428571428571,1.1868131868131868,cosine_False_2,2,cosine,nao
118,0.5555555555555556,0.7142857142857143,0.9090909090909091,cosine_False_2,2,cosine,nao
119,0.6666666666666666,1.0,1.2,cosine_False_2,2,cosine,nao
120,0.75,0.8571428571428571,1.1368421052631579,cosine_False_2,2,cosine,nao
121,1.0,1.0,1.3846153846153846,cosine_False_2,2,cosine,nao
122,0.6666666666666666,1.0,1.2,cosine_False_2,2,cosine,nao
123,0.8571428571428571,0.8571428571428571,1.1868131868131868,cosine_False_2,2,cosine,nao
124,0.6666666666666666,1.0,1.2,cosine_False_2,2,cosine,nao
125,0.75,0.8571428571428571,1.1368421052631579,cosine_False_2,2,cosine,nao
126,0.6666666666666666,1.0,1.2,cosine_False_2,2,cosine,nao
127,0.7142857142857143,0.8333333333333334,1.0975609756097562,cosine_False_2,2,cosine,nao
128,1.0,1.0,1.3846153846153846,cosine_False_2,2,cosine,nao
129,1.0,1.0,1.3846153846153846,cosine_False_2,2,cosine,nao
130,1.0,1.0,1.3846153846153846,cosine_False_2,2,cosine,nao
131,0.6,1.0,1.148936170212766,cosine_False_2,2,cosine,nao
132,1.0,1.0,1.3846153846153846,cosine_False_2,2,cosine,nao
133,0.8,1.0,1.2857142857142858,cosine_False_2,2,cosine,nao
134,1.0,1.0,1.3846153846153846,cosine_False_2,2,cosine,nao
135,1.0,1.0,1.3846153846153846,cosine_False_2,2,cosine,nao
136,0.8,0.8888888888888888,1.190082644628099,cosine_False_2,2,cosine,nao
137,1.0,875,1.26,cosine_False_2,2,cosine,nao
138,0.8888888888888888,1.0,1.3333333333333333,cosine_False_2,2,cosine,nao
139,1.0,875,1.26,cosine_False_2,2,cosine,nao
140,0.7,1.0,1.2233009708737863,cosine_False_2,2,cosine,nao
141,0.5555555555555556,1.0,1.1111111111111112,cosine_False_2,2,cosine,nao
142,0.6,0.8571428571428571,1.0485436893203883,cosine_False_2,2,cosine,nao
143,1.0,875,1.26,cosine_False_2,2,cosine,nao
144,1.0,1.0,1.3846153846153846,cosine_False_2,2,cosine,nao
145,1.0,0.9,1.2857142857142856,cosine_False_2,2,cosine,nao
146,0.8,1.0,1.2857142857142858,cosine_False_2,2,cosine,nao
147,1.0,1.0,1.3846153846153846,cosine_False_2,2,cosine,nao
148,1.0,875,1.26,cosine_False_2,2,cosine,nao
149,1.0,0.9,1.2857142857142856,cosine_False_2,2,cosine,nao
150,1.0,0.6,0.9473684210526314,cosine_False_2,2,cosine,nao
151,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
152,0.7777777777777778,1.0,1.2727272727272727,cosine_False_2,2,cosine,nao
153,0.75,0.75,1.0384615384615385,cosine_False_2,2,cosine,nao
154,1.0,875,1.26,cosine_False_2,2,cosine,nao
155,1.0,1.0,1.3846153846153846,cosine_False_2,2,cosine,nao
156,0.4444444444444444,0.8,0.888888888888889,cosine_False_2,2,cosine,nao
157,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
158,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
159,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
160,0.4444444444444444,0.8,0.888888888888889,cosine_False_2,2,cosine,nao
161,0.6666666666666666,0.8,1.0434782608695654,cosine_False_2,2,cosine,nao
162,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
163,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
164,0.14285714285714285,1.0,0.48648648648648646,cosine_False_2,2,cosine,nao
165,0.6666666666666666,0.8,1.0434782608695654,cosine_False_2,2,cosine,nao
166,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
167,0.16666666666666666,1.0,0.5454545454545454,cosine_False_2,2,cosine,nao
168,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
169,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
170,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
171,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
172,0.2222222222222222,0.3333333333333333,0.4,cosine_False_2,2,cosine,nao
173,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
174,0.1111111111111111,0.5,0.3333333333333333,cosine_False_2,2,cosine,nao
175,0.1,1.0,0.36734693877551017,cosine_False_2,2,cosine,nao
176,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
177,0.1,0.3333333333333333,0.26865671641791045,cosine_False_2,2,cosine,nao
178,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
179,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
180,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
181,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
182,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
183,0.1111111111111111,0.16666666666666666,0.2,cosine_False_2,2,cosine,nao
184,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
185,0.0,0.0,0.0,cosine_False_2,2,cosine,nao
1,0.5,0.5,0.6923076923076923,cosine_False_3,3,cosine,nao
2,375,0.21428571428571427,0.3417721518987342,cosine_False_3,3,cosine,nao
3,625,0.5,0.7377049180327869,cosine_False_3,3,cosine,nao
4,0.6,0.6,0.8307692307692308,cosine_False_3,3,cosine,nao
5,0.6,0.75,0.9642857142857144,cosine_False_3,3,cosine,nao
6,0.25,0.5,0.5294117647058824,cosine_False_3,3,cosine,nao
7,0.2,1.0,0.6206896551724138,cosine_False_3,3,cosine,nao
8,125,0.3333333333333333,0.3050847457627119,cosine_False_3,3,cosine,nao
